row_id;order_id;order_date;ship_date;customer_id;segment;country;city;state;region;product_id;category;sub_category;sales;quantity;profit
2846;CA-2019-138163;17.11.2019;20.11.2019;XP-21865;Consumer;United States;Everett;Massachusetts;East;OFF-AR-10001958;Office Supplies;Art;51;3;14
2847;CA-2019-152093;10.09.2019;15.09.2019;SN-20560;Home Office;United States;Chicago;Illinois;Central;OFF-BI-10003527;Office Supplies;Binders;763;3;-1144
2848;CA-2019-157854;08.04.2019;15.04.2019;DM-13345;Corporate;United States;Roswell;Georgia;South;FUR-FU-10003832;Furniture;Furnishings;56;6;16
2849;CA-2019-157854;08.04.2019;15.04.2019;DM-13345;Corporate;United States;Roswell;Georgia;South;OFF-BI-10001359;Office Supplies;Binders;2691;3;1265
2850;CA-2018-123617;28.11.2018;03.12.2018;AJ-10780;Corporate;United States;Palm Coast;Florida;South;OFF-BI-10002976;Office Supplies;Binders;7;6;-6
2851;US-2018-128293;02.06.2018;05.06.2018;KC-16255;Corporate;United States;Philadelphia;Pennsylvania;East;OFF-ST-10000736;Office Supplies;Storage;65;1;-13
2852;CA-2019-107342;17.12.2019;22.12.2019;VF-21715;Home Office;United States;Columbus;Indiana;Central;OFF-PA-10001745;Office Supplies;Paper;28;4;13
2853;CA-2018-136371;19.03.2018;21.03.2018;SV-20935;Consumer;United States;Oceanside;New York;East;FUR-FU-10000409;Furniture;Furnishings;15;1;7
2854;CA-2018-136371;19.03.2018;21.03.2018;SV-20935;Consumer;United States;Oceanside;New York;East;FUR-FU-10000221;Furniture;Furnishings;20;4;7
2855;CA-2019-137344;20.08.2019;20.08.2019;EM-13810;Corporate;United States;Franklin;Massachusetts;East;OFF-ST-10000344;Office Supplies;Storage;40;3;10
2856;CA-2019-169810;25.07.2019;31.07.2019;RB-19360;Consumer;United States;Sioux Falls;South Dakota;Central;OFF-LA-10003663;Office Supplies;Labels;20;7;10
2857;CA-2018-128594;26.08.2018;29.08.2018;DJ-13510;Corporate;United States;San Diego;California;West;FUR-CH-10001215;Furniture;Chairs;1603;4;100
2858;CA-2018-154690;15.08.2018;17.08.2018;CC-12370;Consumer;United States;Fayetteville;North Carolina;South;FUR-CH-10000988;Furniture;Chairs;225;2;23
2859;CA-2019-138975;19.05.2019;23.05.2019;SC-20380;Consumer;United States;Atlanta;Georgia;South;TEC-AC-10003441;Technology;Accessories;68;4;4
2860;CA-2019-138975;19.05.2019;23.05.2019;SC-20380;Consumer;United States;Atlanta;Georgia;South;TEC-PH-10004389;Technology;Phones;378;3;98
2861;CA-2019-138975;19.05.2019;23.05.2019;SC-20380;Consumer;United States;Atlanta;Georgia;South;FUR-BO-10004695;Furniture;Bookcases;1629;9;375
2862;CA-2019-138975;19.05.2019;23.05.2019;SC-20380;Consumer;United States;Atlanta;Georgia;South;OFF-PA-10000100;Office Supplies;Paper;287;7;141
2863;CA-2019-106537;12.08.2019;17.08.2019;RH-19495;Consumer;United States;Orlando;Florida;South;OFF-PA-10000223;Office Supplies;Paper;21;4;7
2864;US-2019-103828;13.08.2019;13.08.2019;JK-15370;Consumer;United States;San Francisco;California;West;OFF-ST-10001325;Office Supplies;Storage;31;3;8
2865;US-2019-103828;13.08.2019;13.08.2019;JK-15370;Consumer;United States;San Francisco;California;West;OFF-AP-10004249;Office Supplies;Appliances;84;7;23
2866;US-2019-103828;13.08.2019;13.08.2019;JK-15370;Consumer;United States;San Francisco;California;West;OFF-AR-10000588;Office Supplies;Art;60;3;15
2867;US-2019-103828;13.08.2019;13.08.2019;JK-15370;Consumer;United States;San Francisco;California;West;OFF-SU-10000946;Office Supplies;Supplies;32;4;9
2868;CA-2018-115588;10.11.2018;12.11.2018;AF-10885;Consumer;United States;Toledo;Ohio;East;OFF-SU-10001225;Office Supplies;Supplies;15;5;-3
2869;CA-2018-115588;10.11.2018;12.11.2018;AF-10885;Consumer;United States;Toledo;Ohio;East;OFF-ST-10001558;Office Supplies;Storage;39;3;-2
2870;CA-2019-143861;12.06.2019;19.06.2019;LC-16885;Consumer;United States;Saint Petersburg;Florida;South;FUR-FU-10001546;Furniture;Furnishings;17;2;1
2871;CA-2016-148040;22.03.2016;26.03.2016;BF-11275;Corporate;United States;Tucson;Arizona;West;OFF-PA-10002581;Office Supplies;Paper;74;3;23
2872;CA-2016-148040;22.03.2016;26.03.2016;BF-11275;Corporate;United States;Tucson;Arizona;West;FUR-CH-10001482;Furniture;Chairs;314;3;-35
2873;CA-2019-135167;15.06.2019;20.06.2019;SC-20800;Consumer;United States;Los Angeles;California;West;OFF-AR-10002399;Office Supplies;Art;4;1;2
2874;CA-2019-137022;16.11.2019;22.11.2019;SW-20275;Consumer;United States;San Diego;California;West;OFF-ST-10001963;Office Supplies;Storage;811;8;24
2875;US-2019-102638;29.12.2019;31.12.2019;MC-17845;Consumer;United States;New York City;New York;East;OFF-FA-10002988;Office Supplies;Fasteners;6;3;3
2876;US-2018-167339;21.01.2018;23.01.2018;TD-20995;Consumer;United States;San Diego;California;West;FUR-CH-10004289;Furniture;Chairs;154;2;-6
2877;US-2018-167339;21.01.2018;23.01.2018;TD-20995;Consumer;United States;San Diego;California;West;FUR-CH-10000785;Furniture;Chairs;1013;7;76
2878;CA-2018-152072;15.01.2018;19.01.2018;Dp-13240;Home Office;United States;Westfield;New Jersey;East;OFF-EN-10003040;Office Supplies;Envelopes;52;2;25
2879;CA-2018-152072;15.01.2018;19.01.2018;Dp-13240;Home Office;United States;Westfield;New Jersey;East;OFF-AR-10001573;Office Supplies;Art;5;2;1
2880;CA-2018-152072;15.01.2018;19.01.2018;Dp-13240;Home Office;United States;Westfield;New Jersey;East;TEC-AC-10000844;Technology;Accessories;255;3;92
2881;CA-2018-102932;19.09.2018;23.09.2018;SD-20485;Home Office;United States;Orange;New Jersey;East;OFF-BI-10000756;Office Supplies;Binders;25;6;13
2882;CA-2018-102932;19.09.2018;23.09.2018;SD-20485;Home Office;United States;Orange;New Jersey;East;OFF-SU-10000381;Office Supplies;Supplies;28;3;8
2883;CA-2016-165540;21.02.2016;25.02.2016;TM-21010;Consumer;United States;Woodstock;Illinois;Central;OFF-BI-10004094;Office Supplies;Binders;9;5;-14
2884;CA-2018-130799;11.11.2018;16.11.2018;BK-11260;Consumer;United States;San Francisco;California;West;FUR-FU-10001852;Furniture;Furnishings;7;4;2
2885;CA-2018-164483;30.01.2018;03.02.2018;JF-15490;Consumer;United States;San Francisco;California;West;OFF-BI-10000014;Office Supplies;Binders;17;2;6
2886;US-2018-159856;18.10.2018;22.10.2018;EP-13915;Consumer;United States;Tempe;Arizona;West;FUR-CH-10003396;Furniture;Chairs;308;5;-35
2887;CA-2019-102099;18.12.2019;19.12.2019;EP-13915;Consumer;United States;Los Angeles;California;West;OFF-AR-10003811;Office Supplies;Art;7;3;2
2888;CA-2019-102099;18.12.2019;19.12.2019;EP-13915;Consumer;United States;Los Angeles;California;West;OFF-PA-10003172;Office Supplies;Paper;13;2;6
2889;CA-2019-102099;18.12.2019;19.12.2019;EP-13915;Consumer;United States;Los Angeles;California;West;OFF-PA-10000289;Office Supplies;Paper;32;5;16
2890;CA-2019-164049;02.11.2019;06.11.2019;KH-16630;Corporate;United States;Seattle;Washington;West;OFF-PA-10000791;Office Supplies;Paper;24;5;11
2891;CA-2016-142727;29.04.2016;01.05.2016;HG-14845;Consumer;United States;Lake Charles;Louisiana;South;FUR-CH-10002304;Furniture;Chairs;52;2;13
2892;CA-2016-142727;29.04.2016;01.05.2016;HG-14845;Consumer;United States;Lake Charles;Louisiana;South;OFF-BI-10000136;Office Supplies;Binders;18;3;9
2893;CA-2019-139913;23.10.2019;29.10.2019;JC-16105;Corporate;United States;Rochester;New York;East;OFF-PA-10003739;Office Supplies;Paper;12;2;6
2894;CA-2019-139913;23.10.2019;29.10.2019;JC-16105;Corporate;United States;Rochester;New York;East;OFF-PA-10002479;Office Supplies;Paper;26;5;12
2895;CA-2019-139913;23.10.2019;29.10.2019;JC-16105;Corporate;United States;Rochester;New York;East;FUR-FU-10000771;Furniture;Furnishings;69;11;29
2896;CA-2019-139913;23.10.2019;29.10.2019;JC-16105;Corporate;United States;Rochester;New York;East;TEC-PH-10001552;Technology;Phones;36;3;10
2897;CA-2016-169033;30.03.2016;03.04.2016;KM-16720;Consumer;United States;Long Beach;New York;East;OFF-AR-10001915;Office Supplies;Art;50;5;21
2898;US-2018-164630;04.01.2018;09.01.2018;EB-13975;Corporate;United States;Charlotte;North Carolina;South;TEC-CO-10000971;Technology;Copiers;960;4;120
2899;US-2017-114839;26.04.2017;30.04.2017;PW-19240;Consumer;United States;Houston;Texas;Central;FUR-CH-10004086;Furniture;Chairs;408;2;-6
2900;CA-2017-166464;12.09.2017;17.09.2017;PG-18895;Consumer;United States;New York City;New York;East;TEC-CO-10000971;Technology;Copiers;480;2;60
2901;CA-2017-166464;12.09.2017;17.09.2017;PG-18895;Consumer;United States;New York City;New York;East;OFF-LA-10001317;Office Supplies;Labels;13;4;6
2902;CA-2019-124898;11.09.2019;15.09.2019;DB-12910;Home Office;United States;Columbus;Georgia;South;OFF-PA-10003656;Office Supplies;Paper;185;7;85
2903;CA-2018-164035;12.06.2018;17.06.2018;CR-12730;Consumer;United States;Chicago;Illinois;Central;OFF-PA-10002160;Office Supplies;Paper;23;5;8
2904;CA-2018-153577;27.06.2018;01.07.2018;KH-16330;Corporate;United States;Highland Park;Illinois;Central;OFF-PA-10000575;Office Supplies;Paper;37;7;12
2905;CA-2018-153577;27.06.2018;01.07.2018;KH-16330;Corporate;United States;Highland Park;Illinois;Central;FUR-CH-10003981;Furniture;Chairs;540;3;-8
2906;CA-2016-127586;26.09.2016;30.09.2016;CS-12400;Home Office;United States;Seattle;Washington;West;OFF-ST-10002615;Office Supplies;Storage;310;2;81
2907;CA-2019-121615;03.11.2019;09.11.2019;DL-12925;Consumer;United States;Eagan;Minnesota;Central;OFF-PA-10000327;Office Supplies;Paper;9;2;4
2908;CA-2019-121615;03.11.2019;09.11.2019;DL-12925;Consumer;United States;Eagan;Minnesota;Central;OFF-ST-10001325;Office Supplies;Storage;52;5;14
2909;CA-2019-121615;03.11.2019;09.11.2019;DL-12925;Consumer;United States;Eagan;Minnesota;Central;OFF-LA-10001771;Office Supplies;Labels;15;3;7
2910;CA-2019-166415;19.02.2019;23.02.2019;ME-17725;Consumer;United States;Seattle;Washington;West;OFF-FA-10004968;Office Supplies;Fasteners;11;3;0
2911;CA-2017-118444;05.11.2017;09.11.2017;VD-21670;Consumer;United States;Coral Springs;Florida;South;OFF-AP-10000576;Office Supplies;Appliances;387;4;24
2912;CA-2016-113929;16.06.2016;21.06.2016;CK-12205;Consumer;United States;Hempstead;New York;East;OFF-EN-10003286;Office Supplies;Envelopes;41;5;19
2913;CA-2016-113929;16.06.2016;21.06.2016;CK-12205;Consumer;United States;Hempstead;New York;East;OFF-AR-10003772;Office Supplies;Art;35;4;11
2914;CA-2016-113929;16.06.2016;21.06.2016;CK-12205;Consumer;United States;Hempstead;New York;East;OFF-BI-10002852;Office Supplies;Binders;40;3;14
2915;CA-2017-134747;12.10.2017;17.10.2017;DL-12925;Consumer;United States;Noblesville;Indiana;Central;TEC-PH-10002890;Technology;Phones;136;3;35
2916;CA-2017-134747;12.10.2017;17.10.2017;DL-12925;Consumer;United States;Noblesville;Indiana;Central;OFF-BI-10001308;Office Supplies;Binders;13;2;6
2917;CA-2017-134747;12.10.2017;17.10.2017;DL-12925;Consumer;United States;Noblesville;Indiana;Central;TEC-PH-10001750;Technology;Phones;264;4;71
2918;CA-2019-155047;27.08.2019;30.08.2019;SE-20110;Consumer;United States;Dallas;Texas;Central;OFF-AR-10003338;Office Supplies;Art;6;1;0
2919;CA-2018-160129;23.11.2018;23.11.2018;LS-17200;Corporate;United States;Philadelphia;Pennsylvania;East;OFF-FA-10002763;Office Supplies;Fasteners;16;5;2
2920;CA-2018-160129;23.11.2018;23.11.2018;LS-17200;Corporate;United States;Philadelphia;Pennsylvania;East;FUR-FU-10002088;Furniture;Furnishings;14;2;4
2921;CA-2018-160129;23.11.2018;23.11.2018;LS-17200;Corporate;United States;Philadelphia;Pennsylvania;East;FUR-FU-10003976;Furniture;Furnishings;70;7;12
2922;CA-2019-164329;30.01.2019;30.01.2019;MM-17920;Consumer;United States;San Francisco;California;West;OFF-ST-10001511;Office Supplies;Storage;129;2;6
2923;US-2017-141453;30.11.2017;03.12.2017;DB-13270;Home Office;United States;Austin;Texas;Central;OFF-BI-10000301;Office Supplies;Binders;4;3;-6
2924;CA-2016-156993;28.06.2016;04.07.2016;RW-19630;Corporate;United States;Detroit;Michigan;Central;OFF-FA-10003495;Office Supplies;Fasteners;6;1;3
2925;CA-2016-157721;02.09.2016;05.09.2016;JM-16195;Consumer;United States;Watertown;New York;East;OFF-AP-10001303;Office Supplies;Appliances;20;1;9
2926;CA-2016-157721;02.09.2016;05.09.2016;JM-16195;Consumer;United States;Watertown;New York;East;FUR-FU-10002116;Furniture;Furnishings;71;1;5
2927;CA-2019-128629;10.07.2019;14.07.2019;BP-11155;Consumer;United States;Columbus;Georgia;South;FUR-FU-10000771;Furniture;Furnishings;19;3;8
2928;CA-2019-158106;04.06.2019;10.06.2019;CT-11995;Consumer;United States;Apple Valley;Minnesota;Central;OFF-AR-10002255;Office Supplies;Art;9;3;3
2929;US-2019-120390;19.10.2019;26.10.2019;TH-21550;Home Office;United States;Burlington;North Carolina;South;OFF-BI-10004995;Office Supplies;Binders;1633;4;-1307
2930;CA-2019-143434;18.11.2019;24.11.2019;ME-17320;Home Office;United States;Saginaw;Michigan;Central;FUR-FU-10002597;Furniture;Furnishings;20;4;8
2931;CA-2017-168564;08.08.2017;08.08.2017;TT-21220;Consumer;United States;San Francisco;California;West;OFF-BI-10004970;Office Supplies;Binders;7;2;2
2932;CA-2017-168564;08.08.2017;08.08.2017;TT-21220;Consumer;United States;San Francisco;California;West;OFF-BI-10002557;Office Supplies;Binders;7;2;3
2933;CA-2017-168564;08.08.2017;08.08.2017;TT-21220;Consumer;United States;San Francisco;California;West;FUR-CH-10000785;Furniture;Chairs;145;1;11
2934;US-2018-169040;06.12.2018;12.12.2018;GT-14710;Consumer;United States;Seattle;Washington;West;TEC-PH-10002310;Technology;Phones;157;1;14
2935;US-2018-169040;06.12.2018;12.12.2018;GT-14710;Consumer;United States;Seattle;Washington;West;TEC-PH-10002834;Technology;Phones;432;3;27
2936;US-2018-169040;06.12.2018;12.12.2018;GT-14710;Consumer;United States;Seattle;Washington;West;OFF-EN-10000927;Office Supplies;Envelopes;36;1;16
2937;US-2018-169040;06.12.2018;12.12.2018;GT-14710;Consumer;United States;Seattle;Washington;West;OFF-BI-10001636;Office Supplies;Binders;47;7;15
2938;US-2018-169040;06.12.2018;12.12.2018;GT-14710;Consumer;United States;Seattle;Washington;West;OFF-PA-10001736;Office Supplies;Paper;248;7;117
2939;US-2018-169040;06.12.2018;12.12.2018;GT-14710;Consumer;United States;Seattle;Washington;West;OFF-PA-10000482;Office Supplies;Paper;190;5;89
2940;US-2018-169040;06.12.2018;12.12.2018;GT-14710;Consumer;United States;Seattle;Washington;West;OFF-BI-10001658;Office Supplies;Binders;60;3;19
2941;CA-2019-155880;25.03.2019;31.03.2019;JD-16150;Corporate;United States;Milwaukee;Wisconsin;Central;FUR-CH-10000422;Furniture;Chairs;91;1;15
2942;CA-2019-155880;25.03.2019;31.03.2019;JD-16150;Corporate;United States;Milwaukee;Wisconsin;Central;FUR-CH-10004675;Furniture;Chairs;1527;7;427
2943;CA-2019-155880;25.03.2019;31.03.2019;JD-16150;Corporate;United States;Milwaukee;Wisconsin;Central;FUR-CH-10002880;Furniture;Chairs;369;3;41
2944;CA-2019-126242;19.11.2019;24.11.2019;MC-18100;Consumer;United States;Los Angeles;California;West;OFF-ST-10000675;Office Supplies;Storage;305;9;76
2945;CA-2019-126242;19.11.2019;24.11.2019;MC-18100;Consumer;United States;Los Angeles;California;West;FUR-FU-10002685;Furniture;Furnishings;19;1;7
2946;CA-2018-166443;04.11.2018;05.11.2018;LH-17020;Consumer;United States;San Francisco;California;West;FUR-FU-10004020;Furniture;Furnishings;38;7;16
2947;CA-2019-169859;14.12.2019;18.12.2019;MP-18175;Home Office;United States;San Diego;California;West;FUR-FU-10004963;Furniture;Furnishings;26;3;11
2948;CA-2019-169859;14.12.2019;18.12.2019;MP-18175;Home Office;United States;San Diego;California;West;OFF-BI-10000174;Office Supplies;Binders;65;14;23
2949;CA-2019-169859;14.12.2019;18.12.2019;MP-18175;Home Office;United States;San Diego;California;West;OFF-EN-10000461;Office Supplies;Envelopes;44;5;21
2950;CA-2019-134915;12.11.2019;12.11.2019;EM-14140;Home Office;United States;Glendale;Arizona;West;TEC-AC-10001266;Technology;Accessories;42;4;13
2951;CA-2019-134915;12.11.2019;12.11.2019;EM-14140;Home Office;United States;Glendale;Arizona;West;OFF-PA-10002160;Office Supplies;Paper;23;5;8
2952;CA-2019-134915;12.11.2019;12.11.2019;EM-14140;Home Office;United States;Glendale;Arizona;West;FUR-CH-10004875;Furniture;Chairs;114;2;10
2953;CA-2019-134915;12.11.2019;12.11.2019;EM-14140;Home Office;United States;Glendale;Arizona;West;FUR-FU-10000305;Furniture;Furnishings;114;2;-6
2954;CA-2019-134915;12.11.2019;12.11.2019;EM-14140;Home Office;United States;Glendale;Arizona;West;TEC-PH-10000347;Technology;Phones;8;2;1
2955;CA-2019-134915;12.11.2019;12.11.2019;EM-14140;Home Office;United States;Glendale;Arizona;West;TEC-PH-10001459;Technology;Phones;672;2;50
2956;CA-2018-153353;18.08.2018;24.08.2018;GG-14650;Corporate;United States;New York City;New York;East;TEC-PH-10000439;Technology;Phones;40;1;12
2957;CA-2019-123638;27.06.2019;04.07.2019;MA-17995;Home Office;United States;Watertown;New York;East;FUR-CH-10002647;Furniture;Chairs;192;3;32
2958;CA-2019-168900;04.05.2019;09.05.2019;SH-20395;Consumer;United States;Springfield;Ohio;East;OFF-BI-10003910;Office Supplies;Binders;2;1;-2
2959;CA-2017-158456;24.12.2017;29.12.2017;KT-16465;Consumer;United States;Los Angeles;California;West;OFF-BI-10001097;Office Supplies;Binders;20;4;7
2960;CA-2017-158456;24.12.2017;29.12.2017;KT-16465;Consumer;United States;Los Angeles;California;West;OFF-FA-10004854;Office Supplies;Fasteners;46;4;22
2961;CA-2019-143665;26.04.2019;01.05.2019;PO-19180;Home Office;United States;Seattle;Washington;West;OFF-PA-10003673;Office Supplies;Paper;20;3;9
2962;CA-2019-143665;26.04.2019;01.05.2019;PO-19180;Home Office;United States;Seattle;Washington;West;OFF-LA-10002034;Office Supplies;Labels;39;8;19
2963;CA-2019-137428;16.12.2019;21.12.2019;AY-10555;Corporate;United States;Oceanside;California;West;FUR-CH-10002774;Furniture;Chairs;82;2;9
2964;CA-2019-137428;16.12.2019;21.12.2019;AY-10555;Corporate;United States;Oceanside;California;West;FUR-CH-10003817;Furniture;Chairs;97;2;6
2965;CA-2019-137428;16.12.2019;21.12.2019;AY-10555;Corporate;United States;Oceanside;California;West;OFF-BI-10002949;Office Supplies;Binders;24;5;8
2966;CA-2019-137428;16.12.2019;21.12.2019;AY-10555;Corporate;United States;Oceanside;California;West;FUR-FU-10002445;Furniture;Furnishings;19;2;8
2967;CA-2016-162866;27.12.2016;31.12.2016;Co-12640;Consumer;United States;Skokie;Illinois;Central;FUR-FU-10001473;Furniture;Furnishings;33;6;-20
2968;CA-2016-162866;27.12.2016;31.12.2016;Co-12640;Consumer;United States;Skokie;Illinois;Central;OFF-ST-10002562;Office Supplies;Storage;30;4;3
2969;CA-2019-167941;06.11.2019;09.11.2019;JF-15565;Consumer;United States;Fayetteville;North Carolina;South;OFF-AP-10002118;Office Supplies;Appliances;500;3;44
2970;CA-2019-167941;06.11.2019;09.11.2019;JF-15565;Consumer;United States;Fayetteville;North Carolina;South;OFF-PA-10001800;Office Supplies;Paper;31;6;11
2971;CA-2019-167941;06.11.2019;09.11.2019;JF-15565;Consumer;United States;Fayetteville;North Carolina;South;OFF-BI-10002827;Office Supplies;Binders;13;8;-11
2972;CA-2019-167941;06.11.2019;09.11.2019;JF-15565;Consumer;United States;Fayetteville;North Carolina;South;FUR-FU-10004671;Furniture;Furnishings;28;2;6
2973;CA-2019-167941;06.11.2019;09.11.2019;JF-15565;Consumer;United States;Fayetteville;North Carolina;South;OFF-ST-10000736;Office Supplies;Storage;259;4;-52
2974;CA-2019-111808;16.12.2019;20.12.2019;AR-10510;Consumer;United States;Tulsa;Oklahoma;Central;OFF-BI-10004656;Office Supplies;Binders;11;5;5
2975;CA-2017-137512;07.05.2017;12.05.2017;AG-10675;Consumer;United States;Allen;Texas;Central;FUR-TA-10001095;Furniture;Tables;244;2;-31
2976;CA-2017-137512;07.05.2017;12.05.2017;AG-10675;Consumer;United States;Allen;Texas;Central;OFF-PA-10000213;Office Supplies;Paper;16;4;5
2977;CA-2019-139773;04.12.2019;04.12.2019;DV-13045;Corporate;United States;Philadelphia;Pennsylvania;East;FUR-CH-10001797;Furniture;Chairs;189;7;-3
2978;CA-2019-134607;03.10.2019;08.10.2019;HL-15040;Consumer;United States;Rochester;New York;East;OFF-ST-10002214;Office Supplies;Storage;23;2;6
2979;CA-2016-109232;13.01.2016;16.01.2016;ND-18370;Consumer;United States;Mount Pleasant;South Carolina;South;FUR-CH-10000422;Furniture;Chairs;546;6;87
2980;CA-2017-139850;12.06.2017;17.06.2017;GB-14575;Consumer;United States;Philadelphia;Pennsylvania;East;OFF-PA-10003848;Office Supplies;Paper;21;4;7
2981;CA-2017-139850;12.06.2017;17.06.2017;GB-14575;Consumer;United States;Philadelphia;Pennsylvania;East;FUR-FU-10003623;Furniture;Furnishings;43;2;4
2982;CA-2016-131310;12.07.2016;18.07.2016;CL-12565;Consumer;United States;Seattle;Washington;West;FUR-CH-10001797;Furniture;Chairs;123;4;14
2983;CA-2016-131310;12.07.2016;18.07.2016;CL-12565;Consumer;United States;Seattle;Washington;West;OFF-BI-10003094;Office Supplies;Binders;11;4;4
2984;US-2016-112872;06.12.2016;11.12.2016;RC-19960;Consumer;United States;Springfield;Oregon;West;OFF-ST-10002205;Office Supplies;Storage;53;3;5
2985;US-2016-112872;06.12.2016;11.12.2016;RC-19960;Consumer;United States;Springfield;Oregon;West;FUR-TA-10003238;Furniture;Tables;275;1;-171
2986;CA-2018-139269;25.05.2018;30.05.2018;JB-16045;Home Office;United States;Columbus;Georgia;South;FUR-FU-10000755;Furniture;Furnishings;25;4;6
2987;CA-2018-139269;25.05.2018;30.05.2018;JB-16045;Home Office;United States;Columbus;Georgia;South;OFF-PA-10002893;Office Supplies;Paper;19;2;9
2988;CA-2018-139269;25.05.2018;30.05.2018;JB-16045;Home Office;United States;Columbus;Georgia;South;OFF-ST-10000689;Office Supplies;Storage;1268;9;152
2989;CA-2018-139010;21.02.2018;26.02.2018;MC-17635;Corporate;United States;Los Angeles;California;West;TEC-AC-10004227;Technology;Accessories;13;1;1
2990;CA-2018-139010;21.02.2018;26.02.2018;MC-17635;Corporate;United States;Los Angeles;California;West;OFF-BI-10000174;Office Supplies;Binders;19;4;6
2991;CA-2018-139010;21.02.2018;26.02.2018;MC-17635;Corporate;United States;Los Angeles;California;West;OFF-ST-10001809;Office Supplies;Storage;449;5;9
2992;CA-2018-139010;21.02.2018;26.02.2018;MC-17635;Corporate;United States;Los Angeles;California;West;OFF-BI-10002309;Office Supplies;Binders;31;7;11
2993;CA-2018-134376;02.10.2018;06.10.2018;TT-21265;Corporate;United States;New York City;New York;East;OFF-AP-10004532;Office Supplies;Appliances;61;3;17
2994;CA-2019-147291;11.03.2019;17.03.2019;MJ-17740;Consumer;United States;Detroit;Michigan;Central;OFF-BI-10003091;Office Supplies;Binders;896;4;421
2995;CA-2018-112893;09.09.2018;13.09.2018;AT-10735;Consumer;United States;Stockton;California;West;OFF-BI-10004654;Office Supplies;Binders;55;4;19
2996;US-2016-150532;14.07.2016;21.07.2016;PB-19150;Consumer;United States;Phoenix;Arizona;West;OFF-ST-10000760;Office Supplies;Storage;56;5;6
2997;CA-2016-138317;21.06.2016;25.06.2016;NW-18400;Consumer;United States;Philadelphia;Pennsylvania;East;OFF-EN-10001539;Office Supplies;Envelopes;25;4;8
2998;CA-2016-138317;21.06.2016;25.06.2016;NW-18400;Consumer;United States;Philadelphia;Pennsylvania;East;FUR-FU-10000550;Furniture;Furnishings;4;1;1
2999;CA-2016-138317;21.06.2016;25.06.2016;NW-18400;Consumer;United States;Philadelphia;Pennsylvania;East;TEC-AC-10003628;Technology;Accessories;96;4;29
3000;CA-2016-138317;21.06.2016;25.06.2016;NW-18400;Consumer;United States;Philadelphia;Pennsylvania;East;TEC-MA-10004521;Technology;Machines;207;3;-172
3001;CA-2016-138317;21.06.2016;25.06.2016;NW-18400;Consumer;United States;Philadelphia;Pennsylvania;East;OFF-AP-10003860;Office Supplies;Appliances;44;2;4
3002;CA-2016-138317;21.06.2016;25.06.2016;NW-18400;Consumer;United States;Philadelphia;Pennsylvania;East;OFF-BI-10000069;Office Supplies;Binders;9;2;-7
3003;CA-2017-130610;05.07.2017;10.07.2017;VP-21730;Home Office;United States;Sterling Heights;Michigan;Central;OFF-BI-10003655;Office Supplies;Binders;19;5;9
3004;CA-2019-104381;16.12.2019;23.12.2019;RD-19810;Home Office;United States;Rochester;New York;East;OFF-BI-10001628;Office Supplies;Binders;33;4;10
3005;CA-2018-131499;08.09.2018;10.09.2018;MG-17875;Home Office;United States;New York City;New York;East;OFF-AP-10003779;Office Supplies;Appliances;207;1;62
3006;CA-2016-148761;17.05.2016;21.05.2016;PA-19060;Home Office;United States;Eau Claire;Wisconsin;Central;OFF-BI-10000666;Office Supplies;Binders;92;3;46
3007;CA-2019-116519;13.10.2019;15.10.2019;CR-12730;Consumer;United States;New York City;New York;East;OFF-AP-10000828;Office Supplies;Appliances;905;5;253
3008;CA-2016-130729;24.10.2016;29.10.2016;AA-10375;Consumer;United States;Rancho Cucamonga;California;West;OFF-BI-10002706;Office Supplies;Binders;34;3;11
3009;CA-2018-124772;05.12.2018;06.12.2018;JG-15160;Consumer;United States;Murray;Kentucky;South;FUR-FU-10004748;Furniture;Furnishings;192;3;75
3010;CA-2018-115525;25.07.2018;29.07.2018;RR-19525;Corporate;United States;Toledo;Ohio;East;OFF-AP-10000026;Office Supplies;Appliances;244;5;27
3011;CA-2019-134845;17.04.2019;23.04.2019;SR-20425;Home Office;United States;Louisville;Colorado;West;OFF-BI-10000773;Office Supplies;Binders;12;5;-9
3012;CA-2019-134845;17.04.2019;23.04.2019;SR-20425;Home Office;United States;Louisville;Colorado;West;TEC-MA-10000822;Technology;Machines;2550;5;-3400
3013;CA-2019-134845;17.04.2019;23.04.2019;SR-20425;Home Office;United States;Louisville;Colorado;West;OFF-BI-10001543;Office Supplies;Binders;22;2;-16
3014;CA-2019-134845;17.04.2019;23.04.2019;SR-20425;Home Office;United States;Louisville;Colorado;West;OFF-BI-10003355;Office Supplies;Binders;9;6;-7
3015;CA-2019-134845;17.04.2019;23.04.2019;SR-20425;Home Office;United States;Louisville;Colorado;West;OFF-PA-10002005;Office Supplies;Paper;21;4;7
3016;US-2017-138919;17.09.2017;21.09.2017;LS-16975;Home Office;United States;New York City;New York;East;FUR-TA-10004154;Furniture;Tables;344;2;-103
3017;US-2018-160528;23.08.2018;30.08.2018;MH-18115;Home Office;United States;Pharr;Texas;Central;OFF-ST-10002743;Office Supplies;Storage;727;8;-173
3018;US-2018-160528;23.08.2018;30.08.2018;MH-18115;Home Office;United States;Pharr;Texas;Central;FUR-FU-10004973;Furniture;Furnishings;23;3;-10
3019;US-2018-160528;23.08.2018;30.08.2018;MH-18115;Home Office;United States;Pharr;Texas;Central;TEC-AC-10002842;Technology;Accessories;666;7;-33
