Hotel,Is Canceled,Lead Time,arrival full date,Arrival Date Year,Arrival Date Month,Arrival Date Week Number,Arrival Date Day of Month,Stays in Weekend nights,Stays in week nights,stays total nights,Adults,Children,Babies,Meal,Country,Reserved Room Type,Assigned room type,customer type,Reservation Status,Reservation status_date
Resort Hotel,1,72,08/29/2017,2017,August,35,29,1,5,6,2,2.0,0,HB,ESP,G,G,Transient,Canceled,06/19/2017
Resort Hotel,1,246,08/29/2017,2017,August,35,29,2,5,7,2,1.0,0,BB,ROU,A,A,Transient,Canceled,01/12/2017
Resort Hotel,1,19,08/29/2017,2017,August,35,29,2,5,7,2,0.0,0,HB,PRT,D,D,Group,Canceled,08/11/2017
Resort Hotel,1,42,08/29/2017,2017,August,35,29,2,5,7,2,2.0,0,BB,AND,C,C,Transient,Canceled,07/26/2017
Resort Hotel,1,160,08/29/2017,2017,August,35,29,2,6,8,2,0.0,0,BB,CHE,E,E,Transient,Canceled,03/22/2017
Resort Hotel,1,148,08/29/2017,2017,August,35,29,2,5,7,2,0.0,0,BB,PRT,D,D,Contract,No-Show,08/29/2017
Resort Hotel,1,73,08/30/2017,2017,August,35,30,0,2,2,2,0.0,0,BB,BHR,A,A,Transient,Canceled,08/08/2017
Resort Hotel,1,98,08/30/2017,2017,August,35,30,0,3,3,2,0.0,0,BB,BRA,D,D,Transient,Canceled,08/11/2017
Resort Hotel,1,54,08/30/2017,2017,August,35,30,0,3,3,2,0.0,0,BB,PRT,D,D,Group,Canceled,07/11/2017
Resort Hotel,1,50,08/30/2017,2017,August,35,30,0,3,3,2,0.0,0,BB,PRT,D,D,Group,Canceled,08/04/2017
Resort Hotel,1,98,08/30/2017,2017,August,35,30,0,3,3,2,0.0,0,BB,BRA,D,D,Transient,Canceled,08/11/2017
Resort Hotel,1,74,08/30/2017,2017,August,35,30,0,3,3,2,2.0,0,BB,USA,C,C,Transient,Canceled,08/04/2017
Resort Hotel,1,51,08/30/2017,2017,August,35,30,0,4,4,2,0.0,0,BB,ESP,A,A,Transient,Canceled,07/11/2017
Resort Hotel,1,36,08/30/2017,2017,August,35,30,0,4,4,2,2.0,0,BB,GBR,C,C,Transient,Canceled,07/26/2017
Resort Hotel,1,60,08/30/2017,2017,August,35,30,1,4,5,2,0.0,0,BB,ESP,A,A,Transient,Canceled,07/01/2017
Resort Hotel,1,92,08/30/2017,2017,August,35,30,1,4,5,2,2.0,0,HB,GBR,C,C,Transient,Canceled,07/07/2017
Resort Hotel,1,207,08/30/2017,2017,August,35,30,2,4,6,2,0.0,0,BB,IRL,A,A,Transient,Canceled,02/17/2017
Resort Hotel,1,62,08/30/2017,2017,August,35,30,2,5,7,2,0.0,0,BB,IRL,A,A,Transient,Canceled,07/11/2017
Resort Hotel,1,262,08/30/2017,2017,August,35,30,2,8,10,3,0.0,0,BB,PRT,D,D,Transient,Canceled,02/22/2017
Resort Hotel,1,24,08/31/2017,2017,August,35,31,0,1,1,1,0.0,0,HB,PRT,A,A,Transient-Party,No-Show,08/31/2017
Resort Hotel,1,95,08/31/2017,2017,August,35,31,0,2,2,2,1.0,0,BB,PRT,G,G,Transient,Canceled,08/12/2017
Resort Hotel,1,45,08/31/2017,2017,August,35,31,0,1,1,2,0.0,0,BB,PRT,A,A,Transient,Canceled,07/18/2017
Resort Hotel,1,24,08/31/2017,2017,August,35,31,0,1,1,2,0.0,0,HB,PRT,A,A,Transient-Party,No-Show,08/31/2017
Resort Hotel,1,17,08/31/2017,2017,August,35,31,0,3,3,2,0.0,0,HB,ESP,A,A,Transient,Canceled,08/14/2017
Resort Hotel,1,17,08/31/2017,2017,August,35,31,0,3,3,2,0.0,0,HB,ESP,A,A,Transient,Canceled,08/14/2017
Resort Hotel,1,70,08/31/2017,2017,August,35,31,0,3,3,2,0.0,0,BB,ESP,D,D,Transient,Canceled,07/31/2017
Resort Hotel,1,112,08/31/2017,2017,August,35,31,0,3,3,2,0.0,0,BB,CN,E,E,Transient,Canceled,08/16/2017
Resort Hotel,1,13,08/31/2017,2017,August,35,31,1,3,4,2,2.0,0,BB,ITA,C,C,Transient,Canceled,08/19/2017
Resort Hotel,1,6,08/31/2017,2017,August,35,31,1,3,4,2,1.0,0,BB,PRT,D,D,Transient,Canceled,08/25/2017
Resort Hotel,1,45,08/31/2017,2017,August,35,31,2,3,5,2,0.0,0,BB,GBR,A,A,Transient,Canceled,07/24/2017
Resort Hotel,1,184,08/31/2017,2017,August,35,31,2,5,7,2,0.0,0,BB,AUT,E,E,Transient,Canceled,03/06/2017
Resort Hotel,1,29,08/31/2017,2017,August,35,31,2,5,7,2,0.0,0,BB,DEU,A,A,Transient,Canceled,08/10/2017
Resort Hotel,1,350,08/31/2017,2017,August,35,31,3,8,11,2,2.0,0,BB,GBR,G,G,Transient,Canceled,05/13/2017
Resort Hotel,0,4,08/01/2017,2017,August,31,1,0,1,1,1,0.0,0,BB,PRT,A,D,Transient,Check-Out,08/02/2017
Resort Hotel,0,4,07/11/2017,2017,July,28,11,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/12/2017
Resort Hotel,0,186,07/15/2017,2017,July,28,15,4,6,10,3,0.0,0,HB,PRT,E,E,Transient,Check-Out,07/25/2017
Resort Hotel,0,134,08/01/2017,2017,August,31,1,2,10,12,2,0.0,0,BB,PRT,F,F,Transient,Check-Out,08/13/2017
Resort Hotel,0,73,07/21/2017,2017,July,29,21,2,6,8,2,1.0,0,BB,PRT,D,D,Transient,Check-Out,07/29/2017
Resort Hotel,0,5,07/24/2017,2017,July,30,24,3,5,8,1,0.0,0,SC,ESP,F,I,Transient,Check-Out,08/01/2017
Resort Hotel,1,8,07/11/2017,2017,July,28,11,0,2,2,1,0.0,0,BB,PRT,A,A,Transient,Canceled,07/04/2017
Resort Hotel,0,6,07/26/2017,2017,July,30,26,0,1,1,1,0.0,0,BB,PRT,A,D,Transient,Check-Out,07/27/2017
Resort Hotel,0,157,07/28/2017,2017,July,30,28,2,7,9,2,0.0,0,BB,PRT,E,E,Transient,Check-Out,08/06/2017
Resort Hotel,0,12,07/01/2017,2017,July,26,1,1,1,2,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/03/2017
Resort Hotel,0,0,08/29/2017,2017,August,35,29,0,3,3,2,0.0,0,BB,PRT,E,E,Transient,Check-Out,09/01/2017
Resort Hotel,0,74,07/01/2017,2017,July,26,1,9,21,30,1,0.0,0,HB,PRT,E,E,Transient,Check-Out,07/31/2017
Resort Hotel,0,0,07/11/2017,2017,July,28,11,0,1,1,2,0.0,0,BB,PRT,A,D,Transient,Check-Out,07/12/2017
Resort Hotel,0,168,07/01/2017,2017,July,26,1,2,2,4,2,0.0,0,HB,PRT,D,E,Transient,Check-Out,07/05/2017
Resort Hotel,0,163,08/12/2017,2017,August,32,12,2,5,7,2,0.0,0,BB,PRT,D,D,Transient,Check-Out,08/19/2017
Resort Hotel,0,124,07/21/2017,2017,July,29,21,0,2,2,2,0.0,0,BB,PRT,E,F,Transient,Check-Out,07/23/2017
Resort Hotel,0,122,08/04/2017,2017,August,31,4,0,2,2,2,0.0,0,BB,PRT,D,D,Transient-Party,Check-Out,08/06/2017
Resort Hotel,0,152,08/18/2017,2017,August,33,18,0,2,2,2,0.0,0,BB,PRT,E,F,Transient,Check-Out,08/20/2017
Resort Hotel,0,103,07/16/2017,2017,July,29,16,4,10,14,2,0.0,0,BB,PRT,E,E,Transient,Check-Out,07/30/2017
Resort Hotel,0,172,08/10/2017,2017,August,32,10,4,9,13,2,0.0,0,BB,PRT,D,D,Transient,Check-Out,08/23/2017
Resort Hotel,0,120,07/01/2017,2017,July,26,1,2,6,8,2,0.0,0,BB,PRT,D,D,Transient,Check-Out,07/09/2017
Resort Hotel,0,17,07/24/2017,2017,July,30,24,1,0,1,1,0.0,0,BB,PRT,A,F,Transient,Check-Out,07/25/2017
Resort Hotel,1,5,07/13/2017,2017,July,28,13,0,1,1,1,0.0,0,BB,PRT,D,D,Transient,Canceled,07/12/2017
Resort Hotel,0,49,07/23/2017,2017,July,30,23,2,1,3,2,0.0,0,BB,PRT,A,A,Transient-Party,Check-Out,07/26/2017
Resort Hotel,0,238,07/17/2017,2017,July,29,17,2,5,7,2,0.0,0,FB,PRT,E,E,Transient,Check-Out,07/24/2017
Resort Hotel,0,137,07/08/2017,2017,July,27,8,2,5,7,2,0.0,0,HB,PRT,D,D,Transient,Check-Out,07/15/2017
Resort Hotel,1,45,08/03/2017,2017,August,31,3,0,3,3,3,0.0,0,BB,PRT,A,A,Transient,Canceled,06/19/2017
Resort Hotel,0,297,08/06/2017,2017,August,32,6,4,5,9,2,0.0,0,HB,PRT,D,D,Transient,Check-Out,08/15/2017
Resort Hotel,0,106,08/21/2017,2017,August,34,21,2,5,7,3,0.0,0,HB,PRT,D,D,Transient,Check-Out,08/28/2017
Resort Hotel,0,236,07/02/2017,2017,July,27,2,3,5,8,2,1.0,0,BB,PRT,A,C,Transient,Check-Out,07/10/2017
Resort Hotel,0,187,07/03/2017,2017,July,27,3,2,5,7,2,0.0,0,HB,PRT,A,A,Transient,Check-Out,07/10/2017
Resort Hotel,0,0,07/28/2017,2017,July,30,28,0,2,2,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/30/2017
Resort Hotel,0,25,08/22/2017,2017,August,34,22,0,3,3,3,0.0,0,BB,PRT,F,F,Transient,Check-Out,08/25/2017
Resort Hotel,0,181,08/04/2017,2017,August,31,4,2,5,7,3,0.0,0,HB,PRT,A,A,Transient,Check-Out,08/11/2017
Resort Hotel,0,74,07/09/2017,2017,July,28,9,2,4,6,2,0.0,0,BB,PRT,F,F,Transient,Check-Out,07/15/2017
Resort Hotel,0,19,07/10/2017,2017,July,28,10,1,4,5,2,1.0,0,HB,PRT,D,D,Transient,Check-Out,07/15/2017
Resort Hotel,0,133,07/03/2017,2017,July,27,3,3,5,8,2,0.0,0,BB,PRT,D,D,Transient,Check-Out,07/11/2017
Resort Hotel,0,139,07/02/2017,2017,July,27,2,2,3,5,2,0.0,0,HB,PRT,D,D,Transient,Check-Out,07/07/2017
Resort Hotel,0,37,08/12/2017,2017,August,32,12,0,1,1,2,0.0,0,BB,PRT,C,C,Transient,Check-Out,08/13/2017
Resort Hotel,0,38,08/13/2017,2017,August,33,13,2,0,2,2,0.0,0,Undefined,PRT,F,G,Transient,Check-Out,08/15/2017
Resort Hotel,0,105,08/11/2017,2017,August,32,11,2,5,7,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/18/2017
Resort Hotel,0,0,08/02/2017,2017,August,31,2,0,1,1,2,1.0,0,BB,PRT,A,H,Transient,Check-Out,08/03/2017
Resort Hotel,0,155,08/11/2017,2017,August,32,11,2,2,4,2,1.0,0,HB,PRT,D,D,Transient-Party,Check-Out,08/15/2017
Resort Hotel,0,155,08/11/2017,2017,August,32,11,2,2,4,2,0.0,0,HB,PRT,D,D,Transient-Party,Check-Out,08/15/2017
Resort Hotel,0,250,08/06/2017,2017,August,32,6,4,10,14,2,0.0,0,BB,PRT,E,E,Transient,Check-Out,08/20/2017
Resort Hotel,0,11,07/11/2017,2017,July,28,11,0,1,1,1,0.0,0,BB,PRT,A,D,Transient,Check-Out,07/12/2017
Resort Hotel,0,192,08/17/2017,2017,August,33,17,2,8,10,3,0.0,0,HB,PRT,E,E,Transient,Check-Out,08/27/2017
Resort Hotel,1,249,08/19/2017,2017,August,33,19,2,6,8,3,0.0,0,HB,PRT,E,E,Transient,Canceled,02/02/2017
Resort Hotel,0,22,08/25/2017,2017,August,34,25,2,2,4,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/29/2017
Resort Hotel,0,108,07/09/2017,2017,July,28,9,4,10,14,2,0.0,0,HB,PRT,E,E,Transient,Check-Out,07/23/2017
Resort Hotel,0,142,08/12/2017,2017,August,32,12,4,6,10,2,0.0,0,HB,PRT,E,E,Transient,Check-Out,08/22/2017
Resort Hotel,0,2,08/03/2017,2017,August,31,3,0,2,2,2,0.0,0,BB,PRT,D,D,Transient,Check-Out,08/05/2017
Resort Hotel,0,130,07/18/2017,2017,July,29,18,1,5,6,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/24/2017
Resort Hotel,0,222,07/22/2017,2017,July,29,22,2,5,7,2,0.0,1,HB,PRT,E,E,Transient,Check-Out,07/29/2017
Resort Hotel,0,264,08/07/2017,2017,August,32,7,1,5,6,2,0.0,0,BB,ITA,E,E,Transient,Check-Out,08/13/2017
Resort Hotel,0,98,07/15/2017,2017,July,28,15,2,3,5,3,0.0,0,BB,PRT,D,D,Transient,Check-Out,07/20/2017
Resort Hotel,0,151,08/06/2017,2017,August,32,6,2,5,7,2,0.0,0,HB,PRT,D,D,Transient,Check-Out,08/13/2017
Resort Hotel,0,258,07/01/2017,2017,July,26,1,2,6,8,2,0.0,0,HB,PRT,A,A,Transient,Check-Out,07/09/2017
Resort Hotel,0,305,08/26/2017,2017,August,34,26,4,7,11,2,0.0,0,BB,IRL,D,D,Transient,Check-Out,09/06/2017
Resort Hotel,0,262,07/02/2017,2017,July,27,2,2,2,4,3,0.0,0,BB,GBR,E,E,Transient,Check-Out,07/06/2017
Resort Hotel,0,160,07/09/2017,2017,July,28,9,4,5,9,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/18/2017
Resort Hotel,0,0,07/02/2017,2017,July,27,2,1,0,1,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/03/2017
Resort Hotel,0,4,08/01/2017,2017,August,31,1,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/02/2017
Resort Hotel,0,4,08/01/2017,2017,August,31,1,0,1,1,1,0.0,0,BB,PRT,A,D,Transient,Check-Out,08/02/2017
Resort Hotel,0,2,07/19/2017,2017,July,29,19,0,1,1,1,0.0,0,BB,PRT,A,C,Transient,Check-Out,07/20/2017
Resort Hotel,0,2,07/23/2017,2017,July,30,23,1,0,1,2,2.0,0,BB,PRT,C,C,Transient,Check-Out,07/24/2017
Resort Hotel,0,0,07/24/2017,2017,July,30,24,1,0,1,2,0.0,0,BB,PRT,A,F,Transient,Check-Out,07/25/2017
Resort Hotel,0,182,07/23/2017,2017,July,30,23,2,4,6,2,0.0,0,BB,PRT,D,D,Transient,Check-Out,07/29/2017
Resort Hotel,0,11,07/11/2017,2017,July,28,11,0,1,1,1,0.0,0,BB,PRT,A,D,Transient,Check-Out,07/12/2017
Resort Hotel,0,33,07/12/2017,2017,July,28,12,0,2,2,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/14/2017
Resort Hotel,0,33,08/23/2017,2017,August,34,23,0,2,2,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/25/2017
Resort Hotel,0,145,07/16/2017,2017,July,29,16,2,5,7,2,0.0,0,BB,GBR,E,E,Transient,Check-Out,07/23/2017
Resort Hotel,0,0,07/03/2017,2017,July,27,3,1,0,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/04/2017
Resort Hotel,0,6,07/12/2017,2017,July,28,12,0,2,2,1,0.0,0,BB,PRT,A,C,Transient,Check-Out,07/14/2017
Resort Hotel,1,31,08/17/2017,2017,August,33,17,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Canceled,08/10/2017
Resort Hotel,0,268,07/21/2017,2017,July,29,21,2,6,8,2,0.0,0,HB,PRT,A,A,Transient,Check-Out,07/29/2017
Resort Hotel,0,47,08/12/2017,2017,August,32,12,0,1,1,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/13/2017
Resort Hotel,0,148,07/08/2017,2017,July,27,8,2,4,6,2,0.0,0,BB,PRT,D,D,Transient,Check-Out,07/14/2017
Resort Hotel,0,274,07/01/2017,2017,July,26,1,4,10,14,2,0.0,0,HB,GBR,D,D,Contract,Check-Out,07/15/2017
Resort Hotel,0,171,07/09/2017,2017,July,28,9,4,5,9,2,0.0,0,BB,GBR,A,A,Contract,Check-Out,07/18/2017
Resort Hotel,0,171,07/09/2017,2017,July,28,9,4,5,9,2,0.0,0,BB,GBR,A,A,Contract,Check-Out,07/18/2017
Resort Hotel,0,36,07/20/2017,2017,July,29,20,1,3,4,1,0.0,0,HB,PRT,D,D,Transient,Check-Out,07/24/2017
Resort Hotel,1,1,07/11/2017,2017,July,28,11,0,1,1,2,0.0,0,BB,PRT,E,E,Transient,Canceled,07/11/2017
Resort Hotel,1,49,07/18/2017,2017,July,29,18,0,5,5,1,0.0,0,BB,PRT,A,A,Transient,Canceled,05/30/2017
Resort Hotel,0,193,07/16/2017,2017,July,29,16,2,5,7,2,0.0,0,HB,PRT,A,A,Transient,Check-Out,07/23/2017
Resort Hotel,0,183,07/24/2017,2017,July,30,24,1,3,4,2,0.0,0,BB,PRT,D,D,Group,Check-Out,07/28/2017
Resort Hotel,0,345,07/21/2017,2017,July,29,21,4,8,12,2,0.0,0,HB,GBR,E,E,Transient,Check-Out,08/02/2017
Resort Hotel,0,23,07/29/2017,2017,July,30,29,2,5,7,3,0.0,0,HB,PRT,A,A,Transient,Check-Out,08/05/2017
Resort Hotel,0,19,08/13/2017,2017,August,33,13,2,0,2,2,1.0,0,BB,PRT,A,I,Transient,Check-Out,08/15/2017
Resort Hotel,0,0,08/15/2017,2017,August,33,15,0,1,1,2,1.0,0,BB,PRT,A,A,Group,Check-Out,08/16/2017
Resort Hotel,0,328,07/26/2017,2017,July,30,26,4,10,14,2,0.0,0,BB,IRL,A,A,Group,Check-Out,08/09/2017
Resort Hotel,0,214,08/10/2017,2017,August,32,10,2,5,7,2,0.0,0,BB,LUX,D,D,Group,Check-Out,08/17/2017
Resort Hotel,0,187,08/01/2017,2017,August,31,1,2,5,7,2,0.0,0,BB,PRT,D,D,Transient,Check-Out,08/08/2017
Resort Hotel,1,4,08/05/2017,2017,August,31,5,2,1,3,1,0.0,0,BB,PRT,E,E,Transient,Canceled,08/02/2017
Resort Hotel,0,182,08/13/2017,2017,August,33,13,2,1,3,2,0.0,0,BB,PRT,D,D,Transient,Check-Out,08/16/2017
Resort Hotel,0,102,07/01/2017,2017,July,26,1,2,5,7,3,0.0,0,BB,PRT,D,D,Transient,Check-Out,07/08/2017
Resort Hotel,0,83,08/07/2017,2017,August,32,7,1,5,6,2,0.0,0,BB,ITA,A,A,Transient,Check-Out,08/13/2017
Resort Hotel,0,175,08/10/2017,2017,August,32,10,2,6,8,2,0.0,0,BB,PRT,D,D,Transient,Check-Out,08/18/2017
Resort Hotel,0,250,08/06/2017,2017,August,32,6,4,10,14,3,0.0,0,HB,PRT,E,E,Transient,Check-Out,08/20/2017
Resort Hotel,0,36,08/16/2017,2017,August,33,16,2,8,10,2,0.0,0,BB,PRT,F,F,Transient,Check-Out,08/26/2017
Resort Hotel,0,205,08/19/2017,2017,August,33,19,2,6,8,2,0.0,0,HB,PRT,D,D,Group,Check-Out,08/27/2017
Resort Hotel,0,200,08/14/2017,2017,August,33,14,1,4,5,2,0.0,0,HB,PRT,E,E,Transient,Check-Out,08/19/2017
Resort Hotel,0,9,08/09/2017,2017,August,32,9,2,4,6,2,2.0,0,BB,PRT,C,C,Transient,Check-Out,08/15/2017
Resort Hotel,0,82,08/15/2017,2017,August,33,15,4,10,14,2,2.0,0,BB,PRT,G,G,Transient,Check-Out,08/29/2017
Resort Hotel,0,127,08/18/2017,2017,August,33,18,2,5,7,2,0.0,0,HB,PRT,E,E,Transient,Check-Out,08/25/2017
Resort Hotel,0,333,08/24/2017,2017,August,34,24,1,3,4,2,0.0,0,HB,PRT,E,E,Transient,Check-Out,08/28/2017
Resort Hotel,0,342,08/20/2017,2017,August,34,20,2,3,5,2,0.0,0,HB,PRT,D,D,Transient,Check-Out,08/25/2017
Resort Hotel,0,184,08/21/2017,2017,August,34,21,1,5,6,3,0.0,0,FB,PRT,A,A,Transient,Check-Out,08/27/2017
Resort Hotel,0,97,08/08/2017,2017,August,32,8,2,5,7,2,0.0,0,HB,PRT,F,F,Transient,Check-Out,08/15/2017
Resort Hotel,1,357,08/30/2017,2017,August,35,30,0,4,4,2,0.0,0,BB,ESP,A,A,Transient,Canceled,05/15/2017
Resort Hotel,0,173,08/27/2017,2017,August,35,27,4,9,13,2,1.0,0,HB,PRT,D,D,Group,Check-Out,09/09/2017
Resort Hotel,0,4,08/29/2017,2017,August,35,29,0,4,4,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,09/02/2017
Resort Hotel,0,33,08/27/2017,2017,August,35,27,2,4,6,2,1.0,0,BB,PRT,F,F,Transient,Check-Out,09/02/2017
Resort Hotel,0,165,07/22/2017,2017,July,29,22,2,5,7,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/29/2017
Resort Hotel,0,168,07/03/2017,2017,July,27,3,3,6,9,2,0.0,0,BB,IRL,E,E,Transient-Party,Check-Out,07/12/2017
Resort Hotel,0,41,08/18/2017,2017,August,33,18,1,2,3,2,0.0,0,HB,PRT,F,F,Transient,Check-Out,08/21/2017
Resort Hotel,0,5,08/19/2017,2017,August,33,19,0,1,1,2,0.0,0,HB,PRT,A,A,Transient,Check-Out,08/20/2017
Resort Hotel,0,0,08/20/2017,2017,August,34,20,1,0,1,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/21/2017
Resort Hotel,0,60,07/24/2017,2017,July,30,24,1,3,4,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/28/2017
Resort Hotel,0,4,08/01/2017,2017,August,31,1,0,1,1,1,0.0,0,BB,PRT,A,D,Transient,Check-Out,08/02/2017
Resort Hotel,0,49,08/08/2017,2017,August,32,8,0,3,3,1,0.0,0,BB,PRT,A,E,Transient,Check-Out,08/11/2017
Resort Hotel,0,10,07/15/2017,2017,July,28,15,2,2,4,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/19/2017
Resort Hotel,0,1,08/31/2017,2017,August,35,31,0,1,1,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,09/01/2017
Resort Hotel,0,189,07/23/2017,2017,July,30,23,3,5,8,2,0.0,0,HB,PRT,D,D,Transient,Check-Out,07/31/2017
Resort Hotel,0,7,07/26/2017,2017,July,30,26,0,1,1,1,0.0,0,BB,PRT,A,D,Transient,Check-Out,07/27/2017
Resort Hotel,1,0,08/24/2017,2017,August,34,24,0,1,1,1,0.0,0,BB,AGO,G,G,Transient,Canceled,08/24/2017
Resort Hotel,0,23,07/05/2017,2017,July,27,5,0,3,3,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/08/2017
Resort Hotel,0,11,07/03/2017,2017,July,27,3,1,3,4,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/07/2017
Resort Hotel,0,5,07/25/2017,2017,July,30,25,0,1,1,1,0.0,0,BB,PRT,A,A,Group,Check-Out,07/26/2017
Resort Hotel,0,4,07/02/2017,2017,July,27,2,1,0,1,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/03/2017
Resort Hotel,0,33,08/18/2017,2017,August,33,18,1,2,3,2,0.0,0,FB,PRT,A,E,Transient-Party,Check-Out,08/21/2017
Resort Hotel,0,273,08/23/2017,2017,August,34,23,0,4,4,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/27/2017
Resort Hotel,0,0,07/09/2017,2017,July,28,9,2,1,3,2,0.0,0,BB,GBR,E,E,Transient,Check-Out,07/12/2017
Resort Hotel,0,2,08/28/2017,2017,August,35,28,1,0,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,08/29/2017
Resort Hotel,0,17,07/01/2017,2017,July,26,1,0,1,1,2,0.0,0,BB,PRT,A,D,Transient,Check-Out,07/02/2017
Resort Hotel,0,87,07/01/2017,2017,July,26,1,0,0,0,1,0.0,0,BB,PRT,A,I,Transient-Party,Check-Out,07/01/2017
Resort Hotel,0,17,07/01/2017,2017,July,26,1,0,0,0,1,0.0,0,BB,PRT,A,I,Transient-Party,Check-Out,07/01/2017
Resort Hotel,0,2,07/01/2017,2017,July,26,1,0,1,1,2,0.0,0,BB,ESP,A,C,Transient,Check-Out,07/02/2017
Resort Hotel,0,28,07/01/2017,2017,July,26,1,0,1,1,2,0.0,0,BB,USA,A,A,Transient,Check-Out,07/02/2017
Resort Hotel,0,0,07/01/2017,2017,July,26,1,0,1,1,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/02/2017
Resort Hotel,0,2,07/01/2017,2017,July,26,1,0,1,1,1,0.0,0,BB,ESP,A,B,Transient,Check-Out,07/02/2017
Resort Hotel,0,4,07/01/2017,2017,July,26,1,0,1,1,2,0.0,0,BB,PRT,A,C,Transient,Check-Out,07/02/2017
Resort Hotel,0,45,07/01/2017,2017,July,26,1,0,1,1,2,0.0,0,BB,USA,A,A,Transient,Check-Out,07/02/2017
Resort Hotel,0,160,07/01/2017,2017,July,26,1,0,1,1,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/02/2017
Resort Hotel,0,207,07/02/2017,2017,July,27,2,1,0,1,2,0.0,0,BB,AUT,D,D,Transient,Check-Out,07/03/2017
Resort Hotel,0,12,07/01/2017,2017,July,26,1,1,1,2,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/03/2017
Resort Hotel,0,1,07/01/2017,2017,July,26,1,1,1,2,2,0.0,0,BB,GRC,C,C,Transient,Check-Out,07/03/2017
Resort Hotel,0,0,07/02/2017,2017,July,27,2,1,0,1,2,0.0,0,BB,USA,A,F,Transient,Check-Out,07/03/2017
Resort Hotel,0,0,07/02/2017,2017,July,27,2,1,0,1,1,0.0,0,HB,KAZ,A,F,Transient,Check-Out,07/03/2017
Resort Hotel,0,258,07/01/2017,2017,July,26,1,1,1,2,2,0.0,0,HB,PRT,A,A,Transient,Check-Out,07/03/2017
Resort Hotel,0,212,07/04/2017,2017,July,27,4,1,5,6,2,0.0,0,HB,BEL,A,A,Transient,Check-Out,07/10/2017
Resort Hotel,0,176,07/01/2017,2017,July,26,1,2,1,3,2,0.0,0,BB,GBR,D,D,Transient,Check-Out,07/04/2017
Resort Hotel,0,1,07/03/2017,2017,July,27,3,1,0,1,2,0.0,0,BB,USA,F,F,Transient,Check-Out,07/04/2017
Resort Hotel,0,27,07/03/2017,2017,July,27,3,1,0,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,07/04/2017
Resort Hotel,0,24,07/01/2017,2017,July,26,1,2,1,3,2,0.0,0,BB,SWE,A,I,Transient,Check-Out,07/04/2017
Resort Hotel,0,1,07/04/2017,2017,July,27,4,0,2,2,2,0.0,0,BB,SWE,A,A,Transient,Check-Out,07/06/2017
Resort Hotel,0,161,07/01/2017,2017,July,26,1,2,1,3,2,0.0,0,BB,ISR,A,A,Transient,Check-Out,07/04/2017
Resort Hotel,0,25,07/01/2017,2017,July,26,1,2,1,3,2,2.0,0,BB,ESP,C,C,Transient,Check-Out,07/04/2017
Resort Hotel,0,1,07/03/2017,2017,July,27,3,1,0,1,1,0.0,0,BB,KAZ,F,F,Transient,Check-Out,07/04/2017
Resort Hotel,0,81,07/02/2017,2017,July,27,2,2,0,2,2,2.0,0,BB,BRA,G,G,Transient,Check-Out,07/04/2017
Resort Hotel,0,261,07/01/2017,2017,July,26,1,2,2,4,2,0.0,0,BB,PRT,D,D,Transient,Check-Out,07/05/2017
Resort Hotel,0,47,07/03/2017,2017,July,27,3,1,1,2,2,0.0,0,BB,FRA,A,A,Transient,Check-Out,07/05/2017
Resort Hotel,0,133,07/03/2017,2017,July,27,3,1,1,2,2,0.0,0,BB,USA,E,G,Transient,Check-Out,07/05/2017
Resort Hotel,0,159,07/02/2017,2017,July,27,2,2,1,3,2,0.0,0,BB,USA,D,D,Transient,Check-Out,07/05/2017
Resort Hotel,0,276,07/02/2017,2017,July,27,2,2,1,3,2,0.0,0,HB,LTU,A,A,Transient,Check-Out,07/05/2017
