hotel,is_canceled,lead_time,arrival_full_date,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,stays_total_nights,adults,children,babies,meal,country,reserved_room_type,assigned_room_type,customer_type,reservation_status,reservation_status_date
Resort Hotel,1,82,42964,2017,August,33,17,0,1,1,2,0.0,0,BB,PRT,A,A,Transient,Canceled,42882
Resort Hotel,1,2,42964,2017,August,33,17,0,1,1,1,0.0,0,HB,ESP,A,A,Transient,Canceled,42962
Resort Hotel,1,0,42964,2017,August,33,17,0,1,1,2,0.0,0,BB,PRT,F,F,Transient,Canceled,42964
Resort Hotel,0,3,42964,2017,August,33,17,0,1,1,1,0.0,0,BB,PRT,A,A,Transient,Check-Out,42965
Resort Hotel,1,129,42964,2017,August,33,17,0,2,2,2,0.0,0,HB,PRT,A,A,Transient,Canceled,42844
Resort Hotel,1,13,42964,2017,August,33,17,0,2,2,3,0.0,0,BB,PRT,A,A,Transient,Canceled,42964
Resort Hotel,1,184,42964,2017,August,33,17,0,2,2,2,2.0,0,BB,PRT,C,C,Transient,Canceled,42783
Resort Hotel,1,77,42964,2017,August,33,17,0,2,2,2,0.0,0,BB,PRT,A,A,Transient,Canceled,42946
Resort Hotel,1,40,42964,2017,August,33,17,1,3,4,2,0.0,0,HB,PRT,F,F,Transient,Canceled,42938
Resort Hotel,1,69,42964,2017,August,33,17,1,3,4,2,2.0,0,HB,PRT,G,G,Transient,Canceled,42912
Resort Hotel,1,168,42964,2017,August,33,17,1,3,4,2,2.0,0,HB,ESP,G,G,Transient,Canceled,42880
Resort Hotel,1,40,42964,2017,August,33,17,1,3,4,1,2.0,0,HB,PRT,F,F,Transient,Canceled,42938
Resort Hotel,1,187,42964,2017,August,33,17,1,3,4,2,0.0,0,HB,AUT,D,D,Transient,Canceled,42778
Resort Hotel,1,177,42964,2017,August,33,17,1,3,4,2,2.0,0,HB,ESP,G,G,Transient,Canceled,42880
Resort Hotel,1,149,42964,2017,August,33,17,1,3,4,2,0.0,0,BB,ISR,E,E,Transient,Canceled,42817
Resort Hotel,1,40,42964,2017,August,33,17,1,3,4,2,0.0,0,HB,PRT,F,F,Transient,Canceled,42938
Resort Hotel,1,212,42964,2017,August,33,17,1,3,4,2,0.0,0,BB,ESP,A,A,Transient-Party,Canceled,42951
Resort Hotel,1,247,42964,2017,August,33,17,1,3,4,2,0.0,0,HB,PRT,A,A,Contract,Canceled,42845
Resort Hotel,1,12,42964,2017,August,33,17,1,3,4,2,0.0,0,HB,PRT,A,A,Transient,Canceled,42961
Resort Hotel,1,212,42964,2017,August,33,17,1,3,4,2,0.0,0,BB,ESP,A,A,Transient-Party,Canceled,42951
Resort Hotel,1,209,42964,2017,August,33,17,2,4,6,2,0.0,0,HB,ESP,A,A,Transient,Canceled,42755
Resort Hotel,1,168,42964,2017,August,33,17,2,4,6,2,0.0,0,BB,PRT,D,D,Transient,Canceled,42804
Resort Hotel,1,168,42964,2017,August,33,17,2,4,6,2,0.0,0,BB,PRT,D,D,Transient,Canceled,42804
Resort Hotel,1,161,42964,2017,August,33,17,2,4,6,2,0.0,0,HB,PRT,E,E,Transient,Canceled,42815
Resort Hotel,1,245,42964,2017,August,33,17,2,4,6,2,0.0,0,HB,ESP,E,E,Transient,Canceled,42889
Resort Hotel,1,161,42964,2017,August,33,17,2,4,6,2,0.0,0,HB,PRT,E,E,Transient,Canceled,42815
Resort Hotel,1,245,42964,2017,August,33,17,2,4,6,2,0.0,0,HB,ESP,E,E,Transient,Canceled,42856
Resort Hotel,1,179,42964,2017,August,33,17,2,4,6,3,1.0,0,BB,ESP,G,G,Transient,Canceled,42787
Resort Hotel,1,213,42964,2017,August,33,17,2,5,7,2,1.0,0,HB,PRT,A,A,Transient,Canceled,42752
Resort Hotel,1,213,42964,2017,August,33,17,2,5,7,2,1.0,0,HB,PRT,A,A,Transient,Canceled,42752
Resort Hotel,1,212,42964,2017,August,33,17,2,5,7,2,1.0,0,HB,PRT,A,A,Transient,Canceled,42944
Resort Hotel,1,358,42964,2017,August,33,17,2,5,7,2,2.0,0,BB,GBR,G,G,Transient,Canceled,42606
Resort Hotel,1,154,42964,2017,August,33,17,2,5,7,2,0.0,0,BB,PRT,E,E,Transient,Canceled,42837
Resort Hotel,1,212,42964,2017,August,33,17,2,5,7,2,1.0,0,HB,PRT,A,A,Transient,Canceled,42944
Resort Hotel,1,84,42964,2017,August,33,17,2,5,7,2,0.0,0,BB,ESP,E,E,Transient,Canceled,42882
Resort Hotel,1,172,42964,2017,August,33,17,2,5,7,2,0.0,0,BB,ESP,D,D,Transient,Canceled,42796
Resort Hotel,1,358,42964,2017,August,33,17,2,5,7,2,2.0,0,BB,GBR,G,G,Transient,Canceled,42849
Resort Hotel,1,213,42964,2017,August,33,17,2,5,7,2,0.0,0,HB,PRT,A,A,Transient,Canceled,42829
Resort Hotel,1,151,42964,2017,August,33,17,2,6,8,2,0.0,0,BB,ESP,D,D,Transient,Canceled,42821
Resort Hotel,1,65,42964,2017,August,33,17,2,6,8,2,0.0,0,BB,ITA,E,E,Transient,Canceled,42906
Resort Hotel,1,168,42964,2017,August,33,17,2,6,8,2,0.0,0,BB,ESP,D,D,Transient,Canceled,42821
Resort Hotel,1,168,42964,2017,August,33,17,2,6,8,2,0.0,0,BB,ESP,E,E,Transient,Canceled,42821
Resort Hotel,1,44,42965,2017,August,33,18,0,1,1,2,0.0,0,BB,PRT,A,A,Transient,Canceled,42941
Resort Hotel,1,158,42965,2017,August,33,18,0,2,2,2,0.0,0,BB,GBR,A,A,Transient,Canceled,42964
Resort Hotel,1,49,42965,2017,August,33,18,0,2,2,2,0.0,0,BB,PRT,A,A,Transient,Canceled,42933
Resort Hotel,1,117,42965,2017,August,33,18,0,2,2,2,0.0,0,HB,ESP,D,D,Transient,Canceled,42869
Resort Hotel,1,19,42965,2017,August,33,18,0,2,2,2,0.0,0,HB,ESP,A,A,Transient,Canceled,42946
Resort Hotel,1,124,42965,2017,August,33,18,0,2,2,2,0.0,0,BB,GBR,D,D,Transient,Canceled,42964
Resort Hotel,1,88,42965,2017,August,33,18,0,2,2,2,0.0,0,BB,FRA,E,E,Transient,Canceled,42881
Resort Hotel,1,144,42965,2017,August,33,18,0,2,2,2,0.0,0,BB,FRA,E,E,Transient,Canceled,42887
Resort Hotel,1,33,42965,2017,August,33,18,1,2,3,2,2.0,0,BB,GBR,G,G,Transient,Canceled,42935
Resort Hotel,1,200,42965,2017,August,33,18,2,2,4,2,1.0,0,BB,GBR,D,D,Transient,Canceled,42768
Resort Hotel,1,200,42965,2017,August,33,18,2,2,4,2,1.0,0,BB,GBR,G,G,Transient,Canceled,42768
Resort Hotel,1,76,42965,2017,August,33,18,2,3,5,2,0.0,0,BB,USA,E,E,Transient,Canceled,42951
Resort Hotel,1,44,42965,2017,August,33,18,2,3,5,2,0.0,0,HB,PRT,F,F,Transient,Canceled,42922
Resort Hotel,1,39,42965,2017,August,33,18,2,3,5,2,0.0,0,HB,PRT,F,F,Transient,Canceled,42929
Resort Hotel,1,64,42965,2017,August,33,18,2,3,5,2,0.0,0,BB,ESP,D,D,Transient,Canceled,42920
Resort Hotel,1,187,42965,2017,August,33,18,2,4,6,2,0.0,0,BB,PRT,D,D,Transient,Canceled,42817
Resort Hotel,1,257,42965,2017,August,33,18,2,5,7,3,0.0,0,HB,PRT,D,D,Transient,Canceled,42836
Resort Hotel,1,185,42965,2017,August,33,18,2,5,7,2,2.0,0,BB,ESP,C,C,Transient,Canceled,42929
Resort Hotel,1,8,42965,2017,August,33,18,2,5,7,2,0.0,0,BB,PRT,E,E,Transient,Canceled,42961
Resort Hotel,1,173,42965,2017,August,33,18,2,5,7,2,0.0,0,BB,ITA,D,D,Transient,Canceled,42794
Resort Hotel,1,203,42965,2017,August,33,18,4,8,12,2,1.0,0,BB,AZE,A,A,Transient,Canceled,42791
Resort Hotel,1,108,42965,2017,August,33,18,2,7,9,2,0.0,0,BB,ESP,A,A,Transient,Canceled,42922
Resort Hotel,1,177,42965,2017,August,33,18,2,7,9,2,0.0,0,BB,RUS,D,D,Transient,Canceled,42803
Resort Hotel,1,259,42966,2017,August,33,19,0,1,1,2,0.0,0,BB,PRT,A,A,Transient,Canceled,42817
Resort Hotel,1,2,42966,2017,August,33,19,0,1,1,2,0.0,0,BB,PRT,E,E,Transient,Canceled,42965
Resort Hotel,1,234,42966,2017,August,33,19,1,1,2,2,0.0,0,BB,PRT,E,E,Transient,Canceled,42878
Resort Hotel,1,195,42966,2017,August,33,19,2,2,4,2,0.0,0,BB,ITA,E,E,Transient,Canceled,42894
Resort Hotel,1,160,42966,2017,August,33,19,2,3,5,2,0.0,0,BB,USA,E,E,Transient,Canceled,42806
Resort Hotel,1,173,42966,2017,August,33,19,2,3,5,2,0.0,0,HB,ITA,E,E,Transient,Canceled,42794
Resort Hotel,1,177,42966,2017,August,33,19,2,4,6,2,0.0,0,BB,FRA,E,E,Transient,Canceled,42789
Resort Hotel,1,108,42966,2017,August,33,19,2,4,6,3,1.0,0,BB,GBR,H,H,Transient,Canceled,42858
Resort Hotel,1,113,42966,2017,August,33,19,2,4,6,2,0.0,0,HB,PRT,A,A,Transient,Canceled,42883
Resort Hotel,1,187,42966,2017,August,33,19,2,4,6,2,2.0,0,HB,ESP,C,C,Transient,Canceled,42867
Resort Hotel,1,199,42966,2017,August,33,19,2,3,5,2,0.0,0,BB,PRT,A,A,Transient,Canceled,42930
Resort Hotel,1,160,42966,2017,August,33,19,2,3,5,2,0.0,0,BB,USA,E,E,Transient,Canceled,42806
Resort Hotel,1,306,42966,2017,August,33,19,2,4,6,2,0.0,0,BB,FRA,D,D,Transient,Canceled,42714
Resort Hotel,1,211,42966,2017,August,33,19,2,5,7,2,0.0,0,BB,PRT,A,A,Transient,Canceled,42924
Resort Hotel,1,125,42966,2017,August,33,19,2,5,7,2,0.0,0,BB,PRT,A,A,Transient,Canceled,42841
Resort Hotel,1,211,42966,2017,August,33,19,2,5,7,2,0.0,0,HB,PRT,A,A,Transient,Canceled,42762
Resort Hotel,1,129,42966,2017,August,33,19,2,5,7,2,0.0,0,HB,PRT,A,A,Transient-Party,Canceled,42956
Resort Hotel,1,129,42966,2017,August,33,19,2,5,7,1,0.0,0,HB,PRT,A,A,Transient-Party,Canceled,42956
Resort Hotel,1,146,42966,2017,August,33,19,2,5,7,2,0.0,0,BB,CHE,E,E,Transient-Party,Canceled,42905
Resort Hotel,1,216,42966,2017,August,33,19,2,5,7,2,0.0,0,HB,PRT,D,D,Transient,Canceled,42943
Resort Hotel,1,211,42966,2017,August,33,19,2,5,7,3,0.0,0,HB,PRT,A,A,Transient,Canceled,42762
Resort Hotel,1,122,42966,2017,August,33,19,2,5,7,2,0.0,0,FB,PRT,A,A,Transient-Party,Canceled,42956
Resort Hotel,1,129,42966,2017,August,33,19,2,5,7,3,0.0,0,HB,PRT,A,A,Transient-Party,Canceled,42956
Resort Hotel,1,349,42966,2017,August,33,19,4,6,10,2,2.0,0,BB,GBR,H,H,Transient,Canceled,42853
Resort Hotel,1,220,42966,2017,August,33,19,4,6,10,2,2.0,0,BB,IRL,G,G,Transient,Canceled,42747
Resort Hotel,1,353,42966,2017,August,33,19,4,6,10,2,2.0,0,BB,GBR,G,G,Transient,Canceled,42617
Resort Hotel,1,5,42967,2017,August,34,20,1,0,1,2,0.0,0,BB,PRT,D,D,Transient,Canceled,42967
Resort Hotel,1,118,42967,2017,August,34,20,2,1,3,2,0.0,0,BB,AUS,E,E,Transient,Canceled,42852
Resort Hotel,1,210,42967,2017,August,34,20,2,1,3,2,0.0,0,BB,ESP,A,A,Transient,Canceled,42882
Resort Hotel,1,294,42967,2017,August,34,20,2,1,3,2,1.0,0,HB,ESP,A,A,Transient,Canceled,42943
Resort Hotel,1,337,42967,2017,August,34,20,2,1,3,2,0.0,0,HB,ESP,A,A,Transient,Canceled,42673
Resort Hotel,1,64,42967,2017,August,34,20,2,2,4,2,0.0,0,BB,GBR,D,D,Transient,Canceled,42904
Resort Hotel,1,178,42967,2017,August,34,20,2,2,4,2,0.0,0,BB,PRT,A,A,Transient,Canceled,42930
Resort Hotel,1,161,42967,2017,August,34,20,2,3,5,2,0.0,0,HB,ITA,E,E,Transient,Canceled,42806
Resort Hotel,1,161,42967,2017,August,34,20,2,3,5,2,0.0,0,BB,ITA,E,E,Transient,Canceled,42821
Resort Hotel,1,315,42967,2017,August,34,20,2,3,5,2,0.0,0,BB,GBR,A,A,Transient,Canceled,42677
Resort Hotel,1,360,42967,2017,August,34,20,2,4,6,3,1.0,0,HB,PRT,H,H,Transient,Canceled,42637
Resort Hotel,1,173,42967,2017,August,34,20,2,4,6,2,0.0,0,HB,ITA,E,E,Transient,Canceled,42803
Resort Hotel,1,190,42967,2017,August,34,20,2,4,6,2,0.0,0,HB,PRT,E,E,Transient,Canceled,42784
Resort Hotel,1,210,42967,2017,August,34,20,2,4,6,2,0.0,0,BB,PRT,D,D,Transient,Canceled,42894
Resort Hotel,1,277,42967,2017,August,34,20,2,5,7,2,0.0,0,HB,PRT,A,A,Transient,Canceled,42949
Resort Hotel,1,143,42967,2017,August,34,20,2,5,7,2,0.0,0,BB,PRT,D,D,Transient,Canceled,42824
Resort Hotel,1,90,42967,2017,August,34,20,2,5,7,2,1.0,0,HB,PRT,F,D,Transient,Canceled,42878
Resort Hotel,1,60,42967,2017,August,34,20,4,7,11,2,0.0,0,BB,AGO,E,E,Transient,Canceled,42921
Resort Hotel,1,60,42967,2017,August,34,20,4,7,11,2,0.0,0,BB,AGO,E,E,Transient,Canceled,42921
Resort Hotel,1,106,42967,2017,August,34,20,4,9,13,2,0.0,0,BB,CHE,D,D,Transient,Canceled,42934
Resort Hotel,1,195,42967,2017,August,34,20,4,9,13,2,0.0,0,BB,CHE,D,D,Transient,Canceled,42849
Resort Hotel,1,83,42967,2017,August,34,20,6,13,19,2,0.0,0,BB,PRT,A,A,Transient,Canceled,42884
Resort Hotel,1,19,42968,2017,August,34,21,1,0,1,2,2.0,0,BB,PRT,C,C,Transient,Canceled,42957
Resort Hotel,1,25,42968,2017,August,34,21,1,2,3,2,0.0,0,BB,CN,E,E,Transient,Canceled,42943
Resort Hotel,1,193,42968,2017,August,34,21,1,2,3,2,0.0,0,HB,PRT,A,A,Contract,Canceled,42780
Resort Hotel,1,197,42968,2017,August,34,21,1,2,3,2,0.0,0,BB,FRA,A,A,Transient,Canceled,42771
Resort Hotel,1,21,42968,2017,August,34,21,1,3,4,3,1.0,0,BB,PRT,H,H,Transient,Canceled,42949
Resort Hotel,1,38,42968,2017,August,34,21,1,3,4,2,0.0,0,HB,PRT,A,A,Transient,Canceled,42956
Resort Hotel,1,34,42968,2017,August,34,21,1,3,4,2,0.0,0,BB,PRT,E,E,Transient,Canceled,42943
Resort Hotel,1,247,42968,2017,August,34,21,1,3,4,2,2.0,0,BB,ESP,G,G,Transient,Canceled,42755
Resort Hotel,1,295,42968,2017,August,34,21,1,3,4,3,1.0,0,HB,ESP,H,H,Transient,Canceled,42937
Resort Hotel,1,206,42968,2017,August,34,21,1,3,4,2,0.0,0,BB,GBR,A,A,Transient,Canceled,42809
Resort Hotel,1,119,42968,2017,August,34,21,1,4,5,2,2.0,0,HB,ESP,G,G,Transient,Canceled,42957
Resort Hotel,1,189,42968,2017,August,34,21,1,4,5,2,0.0,0,BB,ESP,A,A,Transient,Canceled,42783
Resort Hotel,1,202,42968,2017,August,34,21,1,4,5,2,0.0,1,HB,PRT,A,A,Transient,Canceled,42846
Resort Hotel,1,122,42968,2017,August,34,21,1,4,5,2,1.0,0,HB,PRT,A,A,Transient,Canceled,42846
Resort Hotel,1,12,42968,2017,August,34,21,1,4,5,2,0.0,0,HB,PRT,A,A,Transient,Canceled,42957
Resort Hotel,1,238,42968,2017,August,34,21,1,5,6,2,0.0,0,BB,PRT,A,A,Transient,Canceled,42745
Resort Hotel,1,189,42968,2017,August,34,21,1,5,6,3,0.0,0,FB,PRT,A,A,Transient,Canceled,42783
Resort Hotel,1,29,42968,2017,August,34,21,1,5,6,2,0.0,0,BB,IRL,A,A,Transient,Canceled,42950
Resort Hotel,1,233,42968,2017,August,34,21,1,5,6,2,0.0,0,BB,IRL,A,A,Transient,Canceled,42748
Resort Hotel,1,136,42968,2017,August,34,21,2,5,7,2,1.0,0,FB,PRT,A,A,Transient,Canceled,42838
Resort Hotel,1,144,42968,2017,August,34,21,2,5,7,2,0.0,0,HB,FRA,E,E,Transient,Canceled,42827
Resort Hotel,1,136,42968,2017,August,34,21,2,5,7,3,0.0,0,HB,PRT,D,D,Transient,Canceled,42835
Resort Hotel,1,217,42968,2017,August,34,21,2,5,7,2,1.0,0,Undefined,PRT,A,A,Transient,Canceled,42765
Resort Hotel,1,193,42968,2017,August,34,21,2,5,7,2,2.0,0,HB,PRT,C,C,Transient,Canceled,42949
Resort Hotel,1,204,42968,2017,August,34,21,2,5,7,2,0.0,0,HB,ESP,A,A,Transient,Canceled,42765
Resort Hotel,1,202,42968,2017,August,34,21,3,6,9,2,2.0,0,HB,PRT,C,C,Transient,Canceled,42766
Resort Hotel,1,15,42969,2017,August,34,22,0,1,1,2,2.0,0,BB,ESP,C,C,Transient,Canceled,42954
Resort Hotel,1,3,42969,2017,August,34,22,0,1,1,2,0.0,0,BB,PRT,D,E,Transient,Canceled,42969
Resort Hotel,1,101,42969,2017,August,34,22,0,2,2,2,2.0,0,BB,FRA,C,C,Transient,Canceled,42874
Resort Hotel,1,49,42969,2017,August,34,22,0,2,2,2,0.0,0,BB,ESP,A,A,Transient,Canceled,42922
Resort Hotel,1,157,42969,2017,August,34,22,0,4,4,2,0.0,0,BB,GBR,F,F,Transient,Canceled,42921
Resort Hotel,1,26,42969,2017,August,34,22,0,4,4,2,0.0,0,FB,PRT,D,D,Transient,Canceled,42965
Resort Hotel,1,181,42969,2017,August,34,22,0,5,5,2,2.0,0,HB,FRA,C,C,Transient,Canceled,42898
Resort Hotel,1,58,42970,2017,August,34,23,0,4,4,2,0.0,0,HB,PRT,D,D,Transient,Canceled,42912
Resort Hotel,1,43,42970,2017,August,34,23,0,4,4,2,0.0,0,BB,ESP,E,E,Transient,Canceled,42943
Resort Hotel,1,212,42970,2017,August,34,23,0,4,4,2,0.0,0,BB,ESP,E,E,Transient,Canceled,42890
Resort Hotel,1,24,42970,2017,August,34,23,2,4,6,2,0.0,0,BB,AGO,A,A,Transient,Canceled,42960
Resort Hotel,1,209,42970,2017,August,34,23,2,4,6,2,0.0,0,BB,PRT,A,A,Transient,Canceled,42766
Resort Hotel,1,223,42970,2017,August,34,23,2,5,7,2,0.0,0,HB,RUS,E,E,Transient,Canceled,42766
Resort Hotel,1,156,42970,2017,August,34,23,2,5,7,2,0.0,0,BB,IRL,E,E,Transient,Canceled,42815
Resort Hotel,1,63,42970,2017,August,34,23,2,5,7,1,1.0,0,BB,PRT,A,A,Transient,Canceled,42939
Resort Hotel,1,156,42970,2017,August,34,23,2,5,7,2,0.0,0,BB,IRL,D,D,Transient,Canceled,42815
Resort Hotel,1,223,42970,2017,August,34,23,2,5,7,2,0.0,0,HB,RUS,D,D,Transient,Canceled,42787
Resort Hotel,1,95,42970,2017,August,34,23,2,5,7,2,0.0,0,BB,DEU,D,D,Transient,Canceled,42892
Resort Hotel,1,195,42970,2017,August,34,23,2,8,10,3,0.0,0,HB,PRT,A,A,Transient,Canceled,42775
Resort Hotel,1,77,42971,2017,August,34,24,0,3,3,2,0.0,0,BB,PRT,A,A,Transient,Canceled,42898
Resort Hotel,1,77,42971,2017,August,34,24,0,3,3,2,0.0,0,BB,PRT,A,A,Transient,Canceled,42898
Resort Hotel,1,77,42971,2017,August,34,24,0,3,3,2,0.0,0,BB,PRT,A,A,Transient,Canceled,42898
Resort Hotel,1,77,42971,2017,August,34,24,0,3,3,2,0.0,0,BB,PRT,A,A,Transient,Canceled,42898
Resort Hotel,1,77,42971,2017,August,34,24,0,3,3,2,0.0,0,BB,PRT,A,A,Transient,Canceled,42898
Resort Hotel,1,111,42971,2017,August,34,24,0,3,3,2,0.0,0,BB,ESP,A,A,Transient,Canceled,42862
Resort Hotel,1,77,42971,2017,August,34,24,0,3,3,2,0.0,0,BB,PRT,A,A,Transient,Canceled,42898
Resort Hotel,1,77,42971,2017,August,34,24,0,3,3,2,0.0,0,BB,PRT,A,A,Transient,Canceled,42898
Resort Hotel,1,77,42971,2017,August,34,24,0,3,3,2,0.0,0,BB,PRT,A,A,Transient,Canceled,42898
Resort Hotel,1,60,42971,2017,August,34,24,1,3,4,2,0.0,0,HB,ESP,A,A,Transient,Canceled,42912
Resort Hotel,1,44,42971,2017,August,34,24,1,3,4,2,0.0,0,BB,GBR,D,D,Transient,Canceled,42929
Resort Hotel,1,338,42971,2017,August,34,24,1,3,4,2,0.0,0,HB,ESP,A,A,Transient,Canceled,42933
Resort Hotel,1,197,42971,2017,August,34,24,1,3,4,2,0.0,0,BB,IRL,E,E,Transient,Canceled,42915
Resort Hotel,1,77,42971,2017,August,34,24,0,3,3,2,0.0,0,BB,PRT,A,A,Transient,Canceled,42898
Resort Hotel,1,77,42971,2017,August,34,24,0,3,3,2,0.0,0,BB,PRT,A,A,Transient,Canceled,42898
Resort Hotel,1,20,42971,2017,August,34,24,1,3,4,2,0.0,0,BB,GBR,E,E,Transient,Canceled,42953
Resort Hotel,1,71,42971,2017,August,34,24,1,3,4,2,0.0,0,BB,ESP,A,A,Transient,Canceled,42939
Resort Hotel,1,198,42971,2017,August,34,24,1,3,4,2,2.0,0,BB,IRL,C,C,Transient,Canceled,42774
Resort Hotel,1,338,42971,2017,August,34,24,1,3,4,2,0.0,0,HB,ESP,E,E,Transient,Canceled,42933
Resort Hotel,1,144,42971,2017,August,34,24,2,4,6,2,0.0,0,BB,CHE,A,A,Transient,Canceled,42834
Resort Hotel,1,237,42971,2017,August,34,24,2,4,6,2,0.0,0,BB,GBR,A,A,Transient,Canceled,42738
Resort Hotel,1,162,42971,2017,August,34,24,2,5,7,3,0.0,0,HB,PRT,A,A,Transient,Canceled,42809
Resort Hotel,1,58,42971,2017,August,34,24,2,5,7,2,0.0,0,HB,PRT,A,A,Transient,Canceled,42948
Resort Hotel,1,163,42971,2017,August,34,24,2,5,7,2,1.0,0,HB,PRT,A,A,Transient,Canceled,42816
Resort Hotel,1,165,42971,2017,August,34,24,2,5,7,3,0.0,0,HB,PRT,C,C,Transient,Canceled,42850
Resort Hotel,1,162,42971,2017,August,34,24,2,5,7,3,0.0,0,HB,PRT,A,A,Transient,Canceled,42816
Resort Hotel,1,198,42971,2017,August,34,24,2,5,7,2,1.0,0,Undefined,PRT,A,A,Transient,Canceled,42961
Resort Hotel,1,60,42972,2017,August,34,25,0,1,1,2,0.0,0,BB,ESP,A,A,Transient,Canceled,42912
Resort Hotel,1,198,42972,2017,August,34,25,1,2,3,1,0.0,0,BB,DEU,A,A,Transient,Canceled,42779
Resort Hotel,1,26,42972,2017,August,34,25,1,2,3,2,0.0,0,BB,ESP,A,A,Transient,Canceled,42946
Resort Hotel,1,31,42972,2017,August,34,25,2,2,4,2,0.0,0,BB,GIB,E,E,Transient,Canceled,42960
Resort Hotel,1,72,42972,2017,August,34,25,2,2,4,2,2.0,0,BB,ESP,C,C,Transient,Canceled,42935
Resort Hotel,1,90,42972,2017,August,34,25,2,2,4,2,2.0,0,BB,GBR,C,C,Transient,Canceled,42899
Resort Hotel,1,149,42972,2017,August,34,25,2,2,4,2,2.0,0,BB,ESP,C,C,Transient,Canceled,42827
Resort Hotel,1,150,42972,2017,August,34,25,2,3,5,2,0.0,0,HB,ESP,A,A,Transient,Canceled,42836
Resort Hotel,1,253,42972,2017,August,34,25,2,4,6,1,0.0,0,BB,ESP,A,A,Transient,Canceled,42742
Resort Hotel,1,167,42972,2017,August,34,25,2,4,6,2,2.0,0,HB,ROU,G,G,Transient,Canceled,42809
Resort Hotel,1,253,42972,2017,August,34,25,2,4,6,2,0.0,0,BB,ESP,A,A,Transient,Canceled,42742
Resort Hotel,1,253,42972,2017,August,34,25,2,4,6,2,0.0,0,BB,ESP,A,A,Transient,Canceled,42742
Resort Hotel,1,110,42972,2017,August,34,25,2,3,5,2,0.0,0,BB,IRL,A,A,Transient,Canceled,42864
Resort Hotel,1,253,42972,2017,August,34,25,2,4,6,2,0.0,0,BB,ESP,A,A,Transient,Canceled,42742
Resort Hotel,1,38,42972,2017,August,34,25,2,5,7,2,2.0,0,BB,ESP,C,C,Transient,Canceled,42960
Resort Hotel,1,172,42972,2017,August,34,25,2,5,7,3,0.0,0,HB,PRT,A,A,Transient,Canceled,42801
Resort Hotel,1,353,42972,2017,August,34,25,2,6,8,3,1.0,0,BB,PRT,H,H,Transient,No-Show,42972
Resort Hotel,1,0,42973,2017,August,34,26,0,1,1,2,0.0,0,BB,PRT,G,G,Transient,Canceled,42973
Resort Hotel,1,172,42973,2017,August,34,26,0,1,1,3,0.0,0,BB,PRT,A,A,Transient,Canceled,42802
Resort Hotel,1,17,42973,2017,August,34,26,1,1,2,2,0.0,0,BB,USA,D,D,Transient,Canceled,42970
Resort Hotel,1,45,42973,2017,August,34,26,2,1,3,2,0.0,0,BB,CHL,E,E,Transient,Canceled,42934
Resort Hotel,1,74,42973,2017,August,34,26,2,1,3,2,2.0,0,BB,PRT,G,G,Transient,Canceled,42956
Resort Hotel,1,143,42973,2017,August,34,26,2,1,3,2,2.0,0,BB,ESP,G,G,Transient-Party,Canceled,42834
Resort Hotel,1,204,42973,2017,August,34,26,2,1,3,2,0.0,0,HB,PRT,A,A,Transient,Canceled,42944
Resort Hotel,1,143,42973,2017,August,34,26,2,1,3,2,2.0,0,BB,ESP,G,G,Transient-Party,Canceled,42834
Resort Hotel,1,191,42973,2017,August,34,26,2,2,4,2,0.0,0,FB,PRT,A,A,Transient,Canceled,42948
Resort Hotel,1,80,42973,2017,August,34,26,2,2,4,2,0.0,0,BB,PRT,D,D,Contract,Canceled,42931
Resort Hotel,1,181,42973,2017,August,34,26,2,2,4,2,2.0,0,BB,ESP,C,C,Transient,Canceled,42829
Resort Hotel,1,80,42973,2017,August,34,26,2,2,4,2,0.0,0,BB,PRT,D,D,Contract,Canceled,42931
Resort Hotel,1,25,42973,2017,August,34,26,2,3,5,2,0.0,0,BB,PRT,E,E,Transient,No-Show,42973
Resort Hotel,1,29,42973,2017,August,34,26,2,4,6,2,2.0,0,HB,PRT,G,G,Transient,Canceled,42949
Resort Hotel,1,17,42973,2017,August,34,26,2,4,6,2,0.0,0,HB,PRT,C,C,Transient,Canceled,42962
Resort Hotel,1,66,42973,2017,August,34,26,2,5,7,2,1.0,0,HB,PRT,D,D,Transient,Canceled,42963
Resort Hotel,1,103,42973,2017,August,34,26,2,5,7,2,2.0,0,BB,ESP,C,C,Transient,Canceled,42880
Resort Hotel,1,184,42973,2017,August,34,26,2,5,7,2,0.0,0,FB,PRT,A,A,Transient,Canceled,42801
Resort Hotel,1,142,42973,2017,August,34,26,2,5,7,1,0.0,0,HB,PRT,D,D,Transient,Canceled,42954
Resort Hotel,1,47,42973,2017,August,34,26,2,5,7,2,2.0,0,HB,ESP,G,G,Transient,Canceled,42938
Resort Hotel,1,185,42973,2017,August,34,26,2,5,7,3,0.0,0,FB,PRT,C,C,Transient,Canceled,42800
Resort Hotel,1,90,42973,2017,August,34,26,2,5,7,2,0.0,0,BB,GBR,A,A,Transient,Canceled,42918
Resort Hotel,1,87,42973,2017,August,34,26,2,5,7,2,2.0,0,HB,ESP,C,C,Transient,Canceled,42891
Resort Hotel,1,17,42973,2017,August,34,26,2,5,7,2,2.0,0,BB,IRL,G,G,Transient,Canceled,42957
