row_id;order_id;order_date;ship_date;customer_id;segment;country;city;state;region;product_id;category;sub_category;sales;quantity;discount;profit
1869;CA-2017-127110;25.06.2017;01.07.2017;CH-12070;Home Office;United States;Philadelphia;Pennsylvania;East;OFF-ST-10002554;Office Supplies;Storage;78,256;2;0,2;-17,6076
1870;CA-2018-148201;26.08.2018;29.08.2018;CC-12145;Consumer;United States;Seattle;Washington;West;OFF-PA-10000019;Office Supplies;Paper;6,48;1;0;3,1104
1871;CA-2016-116932;21.07.2016;25.07.2016;ME-18010;Corporate;United States;San Francisco;California;West;OFF-AR-10002067;Office Supplies;Art;99,2;5;0;25,792
1872;CA-2016-116932;21.07.2016;25.07.2016;ME-18010;Corporate;United States;San Francisco;California;West;FUR-CH-10001215;Furniture;Chairs;801,568;2;0,2;50,098
1873;CA-2016-116932;21.07.2016;25.07.2016;ME-18010;Corporate;United States;San Francisco;California;West;FUR-TA-10004175;Furniture;Tables;272,848;1;0,2;27,2848
1874;CA-2019-142888;21.11.2019;25.11.2019;BP-11230;Consumer;United States;Spokane;Washington;West;FUR-TA-10004767;Furniture;Tables;70,98;1;0;20,5842
1875;CA-2016-147914;04.06.2016;09.06.2016;MP-17470;Home Office;United States;Columbus;Ohio;East;OFF-PA-10001685;Office Supplies;Paper;16,224;2;0,2;5,8812
1876;US-2018-112977;10.03.2018;16.03.2018;CJ-12010;Consumer;United States;Long Beach;New York;East;FUR-BO-10003272;Furniture;Bookcases;176,784;1;0,2;-22,098
1877;CA-2019-112039;25.03.2019;29.03.2019;JC-15775;Consumer;United States;San Antonio;Texas;Central;TEC-PH-10000984;Technology;Phones;470,376;3;0,2;47,0376
1878;CA-2019-118885;29.12.2019;02.01.2020;JG-15160;Consumer;United States;Los Angeles;California;West;FUR-CH-10002880;Furniture;Chairs;393,568;4;0,2;-44,2764
1879;CA-2019-118885;29.12.2019;02.01.2020;JG-15160;Consumer;United States;Los Angeles;California;West;TEC-PH-10002563;Technology;Phones;302,376;3;0,2;22,6782
1880;US-2019-166611;28.03.2019;02.04.2019;CK-12760;Corporate;United States;Jacksonville;Florida;South;OFF-BI-10001191;Office Supplies;Binders;68,742;9;0,7;-48,1194
1881;CA-2017-109512;05.03.2017;05.03.2017;LF-17185;Consumer;United States;New York City;New York;East;OFF-EN-10002621;Office Supplies;Envelopes;29,34;3;0;14,67
1882;CA-2017-109512;05.03.2017;05.03.2017;LF-17185;Consumer;United States;New York City;New York;East;FUR-CH-10001146;Furniture;Chairs;383,607;7;0,1;63,9345
1883;CA-2017-109512;05.03.2017;05.03.2017;LF-17185;Consumer;United States;New York City;New York;East;OFF-ST-10000689;Office Supplies;Storage;563,4;4;0;67,608
1884;CA-2018-118570;13.11.2018;17.11.2018;CC-12430;Home Office;United States;Philadelphia;Pennsylvania;East;OFF-PA-10001289;Office Supplies;Paper;217,056;7;0,2;78,6828
1885;CA-2019-154718;19.01.2019;23.01.2019;DL-12865;Consumer;United States;Keller;Texas;Central;OFF-LA-10003714;Office Supplies;Labels;6;2;0,2;2,1
1886;CA-2018-147578;22.04.2018;26.04.2018;PG-18895;Consumer;United States;San Francisco;California;West;FUR-FU-10001889;Furniture;Furnishings;31,56;3;0;10,4148
1887;CA-2016-140165;13.05.2016;15.05.2016;EH-14005;Home Office;United States;Hialeah;Florida;South;OFF-FA-10002815;Office Supplies;Fasteners;7,104;2;0,2;2,3976
1888;CA-2016-140165;13.05.2016;15.05.2016;EH-14005;Home Office;United States;Hialeah;Florida;South;OFF-BI-10004519;Office Supplies;Binders;398,352;8;0,7;-331,96
1889;CA-2016-142587;21.10.2016;22.10.2016;TB-21520;Consumer;United States;Fairfield;Ohio;East;OFF-AP-10004708;Office Supplies;Appliances;121,792;4;0,2;13,7016
1890;CA-2016-142587;21.10.2016;22.10.2016;TB-21520;Consumer;United States;Fairfield;Ohio;East;FUR-TA-10000617;Furniture;Tables;409,59;3;0,4;-122,877
1891;CA-2016-157623;14.03.2016;18.03.2016;DK-13225;Corporate;United States;Huntington Beach;California;West;OFF-PA-10001204;Office Supplies;Paper;10,56;2;0;4,752
1892;CA-2016-157623;14.03.2016;18.03.2016;DK-13225;Corporate;United States;Huntington Beach;California;West;OFF-AR-10003723;Office Supplies;Art;3,38;1;0;1,2506
1893;CA-2019-145310;22.12.2019;24.12.2019;JP-15520;Consumer;United States;Port Orange;Florida;South;OFF-EN-10002621;Office Supplies;Envelopes;7,824;1;0,2;2,934
1894;CA-2018-100083;24.11.2018;29.11.2018;CD-11980;Consumer;United States;Medford;Oregon;West;OFF-PA-10000241;Office Supplies;Paper;24,784;1;0,2;7,745
1895;US-2019-108063;02.12.2019;05.12.2019;AS-10090;Consumer;United States;Charlottesville;Virginia;South;OFF-AR-10001446;Office Supplies;Art;34,65;3;0;10,395
1896;CA-2017-109197;31.12.2017;04.01.2018;JO-15280;Consumer;United States;Missoula;Montana;West;OFF-BI-10004632;Office Supplies;Binders;487,984;2;0,2;152,495
1897;CA-2019-141789;03.10.2019;06.10.2019;AC-10450;Consumer;United States;Minneapolis;Minnesota;Central;OFF-BI-10001359;Office Supplies;Binders;1793,98;2;0;843,1706
1898;CA-2016-169775;29.08.2016;02.09.2016;RA-19945;Consumer;United States;Miami;Florida;South;OFF-EN-10001749;Office Supplies;Envelopes;29,808;2;0,2;10,8054
1899;CA-2016-169775;29.08.2016;02.09.2016;RA-19945;Consumer;United States;Miami;Florida;South;OFF-BI-10004390;Office Supplies;Binders;505,176;4;0,7;-336,784
1900;CA-2016-169775;29.08.2016;02.09.2016;RA-19945;Consumer;United States;Miami;Florida;South;FUR-TA-10001857;Furniture;Tables;174,0585;3;0,45;-110,7645
1901;CA-2018-140543;29.06.2018;03.07.2018;Co-12640;Consumer;United States;Florence;South Carolina;South;OFF-ST-10000563;Office Supplies;Storage;191,88;6;0;19,188
1902;CA-2018-151141;20.08.2018;23.08.2018;DW-13480;Home Office;United States;Detroit;Michigan;Central;TEC-PH-10004924;Technology;Phones;14,78;2;0;3,9906
1903;CA-2019-167094;21.10.2019;22.10.2019;DK-12835;Corporate;United States;Springfield;Oregon;West;OFF-PA-10003953;Office Supplies;Paper;5,184;1;0,2;1,8144
1904;CA-2019-167094;21.10.2019;22.10.2019;DK-12835;Corporate;United States;Springfield;Oregon;West;FUR-CH-10000155;Furniture;Chairs;478,48;2;0,2;47,848
1905;CA-2019-167094;21.10.2019;22.10.2019;DK-12835;Corporate;United States;Springfield;Oregon;West;TEC-AC-10003116;Technology;Accessories;28,4;2;0,2;6,745
1906;CA-2019-154410;21.10.2019;24.10.2019;MD-17860;Corporate;United States;Indianapolis;Indiana;Central;OFF-ST-10002743;Office Supplies;Storage;909,12;8;0;9,0912
1907;US-2018-150567;17.05.2018;21.05.2018;RP-19855;Corporate;United States;Apopka;Florida;South;OFF-BI-10001757;Office Supplies;Binders;2,952;2;0,7;-2,1648
1908;US-2018-150567;17.05.2018;21.05.2018;RP-19855;Corporate;United States;Apopka;Florida;South;OFF-BI-10000069;Office Supplies;Binders;27,018;6;0,7;-21,6144
1909;CA-2017-157959;03.02.2017;04.02.2017;RW-19540;Corporate;United States;Los Angeles;California;West;FUR-FU-10004093;Furniture;Furnishings;136,92;4;0;41,076
1910;CA-2019-105886;18.12.2019;23.12.2019;DB-13660;Consumer;United States;Oceanside;New York;East;FUR-FU-10001037;Furniture;Furnishings;18,96;2;0;8,532
1911;CA-2018-105963;15.11.2018;22.11.2018;SC-20770;Corporate;United States;Los Angeles;California;West;TEC-AC-10003832;Technology;Accessories;99,39;3;0;40,7499
1912;CA-2019-121503;03.07.2019;06.07.2019;FH-14275;Corporate;United States;Houston;Texas;Central;OFF-PA-10001878;Office Supplies;Paper;273,896;7;0,2;92,4399
1913;CA-2019-121503;03.07.2019;06.07.2019;FH-14275;Corporate;United States;Houston;Texas;Central;TEC-MA-10003674;Technology;Machines;597,132;3;0,4;49,761
1914;CA-2016-103366;15.01.2016;17.01.2016;EH-13990;Consumer;United States;Roswell;Georgia;South;TEC-AC-10003628;Technology;Accessories;149,95;5;0;65,978
1915;CA-2019-124597;30.04.2019;05.05.2019;AS-10630;Home Office;United States;Boynton Beach;Florida;South;OFF-LA-10003190;Office Supplies;Labels;4,608;2;0,2;1,6704
1916;CA-2019-124597;30.04.2019;05.05.2019;AS-10630;Home Office;United States;Boynton Beach;Florida;South;OFF-AR-10002280;Office Supplies;Art;15,528;3;0,2;4,8525
1917;CA-2019-124597;30.04.2019;05.05.2019;AS-10630;Home Office;United States;Boynton Beach;Florida;South;OFF-LA-10001569;Office Supplies;Labels;11,952;3;0,2;3,8844
1918;CA-2017-105634;08.11.2017;14.11.2017;HA-14905;Consumer;United States;Franklin;Massachusetts;East;OFF-AR-10001573;Office Supplies;Art;11,65;5;0;3,3785
1919;CA-2017-123673;30.10.2017;01.11.2017;CH-12070;Home Office;United States;Detroit;Michigan;Central;TEC-PH-10001809;Technology;Phones;299,9;2;0;74,975
1920;US-2019-111423;17.08.2019;19.08.2019;EH-13765;Corporate;United States;Watertown;New York;East;OFF-BI-10003091;Office Supplies;Binders;895,92;5;0,2;302,373
1921;US-2019-111423;17.08.2019;19.08.2019;EH-13765;Corporate;United States;Watertown;New York;East;FUR-CH-10003981;Furniture;Chairs;462,564;2;0,1;97,6524
1922;CA-2017-125178;03.10.2017;09.10.2017;MZ-17515;Corporate;United States;Reading;Pennsylvania;East;OFF-ST-10002562;Office Supplies;Storage;15,008;2;0,2;1,5008
1923;CA-2018-156685;08.07.2018;10.07.2018;SC-20230;Corporate;United States;Arlington;Texas;Central;TEC-PH-10004345;Technology;Phones;863,64;9;0,2;107,955
1924;CA-2018-156685;08.07.2018;10.07.2018;SC-20230;Corporate;United States;Arlington;Texas;Central;OFF-AR-10000588;Office Supplies;Art;47,616;3;0,2;3,5712
1925;CA-2019-126865;05.12.2019;07.12.2019;NP-18325;Consumer;United States;San Diego;California;West;OFF-PA-10003039;Office Supplies;Paper;92,94;3;0;41,823
1926;CA-2019-102834;09.03.2019;13.03.2019;LW-16990;Corporate;United States;San Francisco;California;West;TEC-AC-10001908;Technology;Accessories;199,98;2;0;69,993
1927;US-2018-139710;09.06.2018;15.06.2018;GM-14680;Consumer;United States;Los Angeles;California;West;TEC-PH-10001198;Technology;Phones;177,48;3;0,2;19,9665
1928;CA-2019-121538;28.11.2019;01.12.2019;RH-19495;Consumer;United States;Denver;Colorado;West;OFF-PA-10004071;Office Supplies;Paper;88,768;2;0,2;31,0688
1929;US-2019-101539;16.03.2019;18.03.2019;VM-21685;Home Office;United States;Seattle;Washington;West;OFF-PA-10001972;Office Supplies;Paper;6,48;1;0;3,1104
1930;US-2019-101539;16.03.2019;18.03.2019;VM-21685;Home Office;United States;Seattle;Washington;West;OFF-ST-10004180;Office Supplies;Storage;46,51;1;0;1,8604
1931;US-2019-101539;16.03.2019;18.03.2019;VM-21685;Home Office;United States;Seattle;Washington;West;TEC-PH-10004165;Technology;Phones;659,976;3;0,2;49,4982
1932;CA-2018-152121;27.11.2018;29.11.2018;CC-12670;Consumer;United States;Scottsdale;Arizona;West;TEC-PH-10002483;Technology;Phones;271,992;1;0,2;23,7993
1933;CA-2019-161200;06.08.2019;10.08.2019;SV-20365;Consumer;United States;Lafayette;Louisiana;South;FUR-BO-10000468;Furniture;Bookcases;145,74;3;0;23,3184
1934;CA-2019-161200;06.08.2019;10.08.2019;SV-20365;Consumer;United States;Lafayette;Louisiana;South;FUR-FU-10001706;Furniture;Furnishings;15,4;5;0;7,392
1935;CA-2019-101245;27.11.2019;03.12.2019;LW-16990;Corporate;United States;San Francisco;California;West;OFF-PA-10003129;Office Supplies;Paper;244,55;5;0;114,9385
1936;CA-2019-101245;27.11.2019;03.12.2019;LW-16990;Corporate;United States;San Francisco;California;West;TEC-AC-10001284;Technology;Accessories;166,16;8;0;59,8176
1937;CA-2017-141768;25.05.2017;27.05.2017;NP-18685;Home Office;United States;San Francisco;California;West;FUR-FU-10002268;Furniture;Furnishings;14,73;3;0;4,8609
1938;CA-2018-112109;08.07.2018;12.07.2018;JE-15715;Consumer;United States;Broomfield;Colorado;West;OFF-BI-10002082;Office Supplies;Binders;19,968;2;0,7;-13,312
1939;CA-2018-112109;08.07.2018;12.07.2018;JE-15715;Consumer;United States;Broomfield;Colorado;West;OFF-ST-10001505;Office Supplies;Storage;33,488;7;0,2;-1,2558
1940;CA-2018-112109;08.07.2018;12.07.2018;JE-15715;Consumer;United States;Broomfield;Colorado;West;OFF-BI-10001634;Office Supplies;Binders;8,736;4;0,7;-6,1152
1941;CA-2018-112109;08.07.2018;12.07.2018;JE-15715;Consumer;United States;Broomfield;Colorado;West;FUR-CH-10004287;Furniture;Chairs;662,88;3;0,2;74,574
1942;CA-2019-144064;29.08.2019;01.09.2019;CP-12085;Corporate;United States;Quincy;Illinois;Central;OFF-LA-10004544;Office Supplies;Labels;47,36;4;0,2;17,76
1943;CA-2019-144064;29.08.2019;01.09.2019;CP-12085;Corporate;United States;Quincy;Illinois;Central;OFF-ST-10004507;Office Supplies;Storage;27,44;2;0,2;2,401
1944;CA-2019-144064;29.08.2019;01.09.2019;CP-12085;Corporate;United States;Quincy;Illinois;Central;OFF-BI-10002012;Office Supplies;Binders;3,24;9;0,8;-5,184
1945;CA-2018-108581;20.06.2018;26.06.2018;EA-14035;Corporate;United States;Carrollton;Texas;Central;TEC-AC-10001109;Technology;Accessories;95,968;4;0,2;26,3912
1946;CA-2018-108581;20.06.2018;26.06.2018;EA-14035;Corporate;United States;Carrollton;Texas;Central;OFF-PA-10000809;Office Supplies;Paper;10,368;2;0,2;3,6288
1947;CA-2019-157987;02.09.2019;06.09.2019;AC-10615;Corporate;United States;New York City;New York;East;OFF-AR-10000658;Office Supplies;Art;23,1;2;0;6,468
1948;CA-2019-157987;02.09.2019;06.09.2019;AC-10615;Corporate;United States;New York City;New York;East;FUR-FU-10001196;Furniture;Furnishings;11,54;2;0;3,462
1949;CA-2019-157987;02.09.2019;06.09.2019;AC-10615;Corporate;United States;New York City;New York;East;FUR-TA-10001889;Furniture;Tables;254,526;1;0,4;-93,3262
1950;CA-2019-157987;02.09.2019;06.09.2019;AC-10615;Corporate;United States;New York City;New York;East;OFF-AP-10000358;Office Supplies;Appliances;12,98;1;0;3,7642
1951;CA-2019-157987;02.09.2019;06.09.2019;AC-10615;Corporate;United States;New York City;New York;East;OFF-BI-10004970;Office Supplies;Binders;26,432;8;0,2;8,9208
1952;CA-2019-157987;02.09.2019;06.09.2019;AC-10615;Corporate;United States;New York City;New York;East;TEC-PH-10003885;Technology;Phones;197,97;3;0;57,4113
1953;CA-2019-157987;02.09.2019;06.09.2019;AC-10615;Corporate;United States;New York City;New York;East;OFF-LA-10001641;Office Supplies;Labels;18,9;6;0;9,072
1954;CA-2019-157987;02.09.2019;06.09.2019;AC-10615;Corporate;United States;New York City;New York;East;FUR-CH-10003379;Furniture;Chairs;1282,41;5;0,1;213,735
1955;CA-2019-157987;02.09.2019;06.09.2019;AC-10615;Corporate;United States;New York City;New York;East;OFF-AR-10004582;Office Supplies;Art;4,92;3;0;2,214
1956;CA-2019-157987;02.09.2019;06.09.2019;AC-10615;Corporate;United States;New York City;New York;East;TEC-AC-10002842;Technology;Accessories;238;2;0;38,08
1957;CA-2019-157987;02.09.2019;06.09.2019;AC-10615;Corporate;United States;New York City;New York;East;TEC-AC-10000109;Technology;Accessories;167,97;3;0;40,3128
1958;CA-2019-157987;02.09.2019;06.09.2019;AC-10615;Corporate;United States;New York City;New York;East;OFF-PA-10003893;Office Supplies;Paper;17,12;4;0;7,704
1959;CA-2019-110905;10.09.2019;15.09.2019;RW-19690;Consumer;United States;Springfield;Missouri;Central;OFF-BI-10003669;Office Supplies;Binders;16,2;3;0;7,776
1960;CA-2019-110905;10.09.2019;15.09.2019;RW-19690;Consumer;United States;Springfield;Missouri;Central;OFF-AP-10004785;Office Supplies;Appliances;33,99;3;0;14,6157
1961;CA-2019-110905;10.09.2019;15.09.2019;RW-19690;Consumer;United States;Springfield;Missouri;Central;TEC-AC-10003023;Technology;Accessories;296,85;5;0;53,433
1962;CA-2019-110905;10.09.2019;15.09.2019;RW-19690;Consumer;United States;Springfield;Missouri;Central;TEC-AC-10002217;Technology;Accessories;112,8;6;0;6,768
1963;CA-2019-110905;10.09.2019;15.09.2019;RW-19690;Consumer;United States;Springfield;Missouri;Central;OFF-BI-10002954;Office Supplies;Binders;13,71;3;0;6,5808
1964;CA-2019-110905;10.09.2019;15.09.2019;RW-19690;Consumer;United States;Springfield;Missouri;Central;OFF-PA-10002586;Office Supplies;Paper;24,9;5;0;11,703
1965;CA-2019-110905;10.09.2019;15.09.2019;RW-19690;Consumer;United States;Springfield;Missouri;Central;OFF-ST-10000025;Office Supplies;Storage;286,29;3;0;17,1774
1966;CA-2019-110905;10.09.2019;15.09.2019;RW-19690;Consumer;United States;Springfield;Missouri;Central;OFF-AP-10003281;Office Supplies;Appliances;24,18;2;0;7,254
1967;CA-2019-165841;21.12.2019;28.12.2019;DB-13210;Consumer;United States;Paterson;New Jersey;East;TEC-PH-10002103;Technology;Phones;281,97;3;0;78,9516
1968;CA-2019-165841;21.12.2019;28.12.2019;DB-13210;Consumer;United States;Paterson;New Jersey;East;OFF-SU-10000898;Office Supplies;Supplies;69,5;5;0;20,155
1969;CA-2019-165841;21.12.2019;28.12.2019;DB-13210;Consumer;United States;Paterson;New Jersey;East;OFF-PA-10001144;Office Supplies;Paper;166,44;3;0;79,8912
1970;CA-2019-117485;23.09.2019;29.09.2019;BD-11320;Consumer;United States;Tulsa;Oklahoma;Central;TEC-AC-10004659;Technology;Accessories;291,96;4;0;102,186
1971;CA-2019-140242;06.05.2019;11.05.2019;ML-17755;Home Office;United States;Chicago;Illinois;Central;OFF-AR-10004752;Office Supplies;Art;6,408;3;0,2;0,6408
1972;CA-2019-140242;06.05.2019;11.05.2019;ML-17755;Home Office;United States;Chicago;Illinois;Central;TEC-AC-10004659;Technology;Accessories;408,744;7;0,2;76,6395
1973;CA-2016-148950;14.12.2016;19.12.2016;JD-16015;Consumer;United States;Chicago;Illinois;Central;OFF-BI-10001249;Office Supplies;Binders;5,104;4;0,8;-8,6768
1974;CA-2016-148950;14.12.2016;19.12.2016;JD-16015;Consumer;United States;Chicago;Illinois;Central;OFF-FA-10003059;Office Supplies;Fasteners;2,896;2;0,2;0,4706
1975;CA-2016-148950;14.12.2016;19.12.2016;JD-16015;Consumer;United States;Chicago;Illinois;Central;TEC-AC-10002718;Technology;Accessories;35,016;3;0,2;-2,1885
1976;CA-2016-110408;18.10.2016;20.10.2016;AS-10225;Corporate;United States;Montgomery;Alabama;South;OFF-ST-10001522;Office Supplies;Storage;275,97;3;0;11,0388
1977;CA-2016-110408;18.10.2016;20.10.2016;AS-10225;Corporate;United States;Montgomery;Alabama;South;TEC-PH-10002352;Technology;Phones;1394,95;5;0;362,687
1978;CA-2016-110408;18.10.2016;20.10.2016;AS-10225;Corporate;United States;Montgomery;Alabama;South;FUR-CH-10003774;Furniture;Chairs;545,88;6;0;70,9644
1979;CA-2017-109939;08.05.2017;12.05.2017;AA-10375;Consumer;United States;Salem;Oregon;West;OFF-AR-10000127;Office Supplies;Art;5,248;2;0,2;0,5904
1980;CA-2018-112669;14.04.2018;14.04.2018;KT-16465;Consumer;United States;Glendale;Arizona;West;FUR-CH-10004086;Furniture;Chairs;933,536;4;0,2;105,0228
1981;CA-2018-112669;14.04.2018;14.04.2018;KT-16465;Consumer;United States;Glendale;Arizona;West;OFF-ST-10001228;Office Supplies;Storage;42,976;4;0,2;4,2976
1982;CA-2017-119592;14.12.2017;16.12.2017;MM-18280;Corporate;United States;Columbus;Georgia;South;OFF-BI-10004187;Office Supplies;Binders;3,76;2;0;1,8048
1983;CA-2016-122749;03.12.2016;09.12.2016;NG-18430;Consumer;United States;Oklahoma City;Oklahoma;Central;TEC-PH-10003811;Technology;Phones;479,96;4;0;134,3888
1984;CA-2016-164721;25.11.2016;27.11.2016;LW-16825;Corporate;United States;Brentwood;California;West;OFF-AP-10000240;Office Supplies;Appliances;320,88;6;0;93,0552
1985;CA-2016-164721;25.11.2016;27.11.2016;LW-16825;Corporate;United States;Brentwood;California;West;FUR-FU-10001940;Furniture;Furnishings;23,88;3;0;10,5072
1986;CA-2016-164721;25.11.2016;27.11.2016;LW-16825;Corporate;United States;Brentwood;California;West;OFF-PA-10000575;Office Supplies;Paper;26,76;4;0;12,3096
1987;CA-2018-147417;25.07.2018;27.07.2018;CB-12415;Consumer;United States;Columbus;Ohio;East;TEC-CO-10001449;Technology;Copiers;1439,976;4;0,4;191,9968
1988;CA-2017-127509;09.11.2017;13.11.2017;AS-10090;Consumer;United States;Springfield;Missouri;Central;OFF-BI-10002393;Office Supplies;Binders;17,22;3;0;7,9212
1989;CA-2017-127509;09.11.2017;13.11.2017;AS-10090;Consumer;United States;Springfield;Missouri;Central;FUR-TA-10002855;Furniture;Tables;1024,38;7;0;215,1198
1990;CA-2017-127509;09.11.2017;13.11.2017;AS-10090;Consumer;United States;Springfield;Missouri;Central;OFF-EN-10000781;Office Supplies;Envelopes;26,22;3;0;12,3234
1991;CA-2017-127509;09.11.2017;13.11.2017;AS-10090;Consumer;United States;Springfield;Missouri;Central;OFF-PA-10002160;Office Supplies;Paper;17,34;3;0;8,4966
1992;CA-2019-111374;24.02.2019;28.02.2019;CB-12415;Consumer;United States;Philadelphia;Pennsylvania;East;OFF-BI-10004970;Office Supplies;Binders;4,956;4;0,7;-3,7996
1993;CA-2019-133648;25.06.2019;02.07.2019;ML-17755;Home Office;United States;Springfield;Oregon;West;OFF-LA-10003923;Office Supplies;Labels;71,04;6;0,2;26,64
1994;CA-2019-133648;25.06.2019;02.07.2019;ML-17755;Home Office;United States;Springfield;Oregon;West;OFF-AR-10002257;Office Supplies;Art;5,344;2;0,2;0,7348
1995;CA-2019-133648;25.06.2019;02.07.2019;ML-17755;Home Office;United States;Springfield;Oregon;West;OFF-FA-10004395;Office Supplies;Fasteners;11,304;3;0,2;-2,1195
1996;US-2019-147221;02.12.2019;04.12.2019;JS-16030;Consumer;United States;Houston;Texas;Central;OFF-AP-10002534;Office Supplies;Appliances;294,62;5;0,8;-766,012
1997;US-2019-147221;02.12.2019;04.12.2019;JS-16030;Consumer;United States;Houston;Texas;Central;FUR-FU-10004020;Furniture;Furnishings;8,752;4;0,6;-3,7196
1998;CA-2016-131905;06.02.2016;09.02.2016;ND-18460;Corporate;United States;Chesapeake;Virginia;South;OFF-LA-10002787;Office Supplies;Labels;15;4;0;7,2
1999;CA-2016-131905;06.02.2016;09.02.2016;ND-18460;Corporate;United States;Chesapeake;Virginia;South;TEC-PH-10003645;Technology;Phones;161,61;1;0;42,0186
2000;CA-2016-131905;06.02.2016;09.02.2016;ND-18460;Corporate;United States;Chesapeake;Virginia;South;TEC-PH-10001615;Technology;Phones;144,95;5;0;42,0355
2001;CA-2019-166128;11.04.2019;18.04.2019;LW-17215;Consumer;United States;Pasadena;California;West;TEC-AC-10001767;Technology;Accessories;199,95;5;0;21,9945
2002;CA-2019-166128;11.04.2019;18.04.2019;LW-17215;Consumer;United States;Pasadena;California;West;OFF-AR-10001221;Office Supplies;Art;41,86;7;0;14,2324
2003;CA-2019-163510;25.12.2019;28.12.2019;JW-15955;Consumer;United States;Louisville;Kentucky;South;OFF-ST-10000563;Office Supplies;Storage;95,94;3;0;9,594
2004;CA-2019-163510;25.12.2019;28.12.2019;JW-15955;Consumer;United States;Louisville;Kentucky;South;FUR-CH-10001146;Furniture;Chairs;304,45;5;0;76,1125
2005;US-2019-143028;11.04.2019;18.04.2019;SC-20050;Home Office;United States;Lubbock;Texas;Central;OFF-BI-10004738;Office Supplies;Binders;11,364;3;0,8;-17,046
2006;CA-2016-111150;31.12.2016;04.01.2017;RW-19630;Corporate;United States;Columbia;Missouri;Central;OFF-AR-10000034;Office Supplies;Art;29,68;7;0;11,5752
2007;CA-2016-111150;31.12.2016;04.01.2017;RW-19630;Corporate;United States;Columbia;Missouri;Central;TEC-AC-10000290;Technology;Accessories;47,53;7;0;16,1602
2008;CA-2019-165386;03.08.2019;04.08.2019;CM-12190;Consumer;United States;Chicago;Illinois;Central;FUR-BO-10003034;Furniture;Bookcases;183,372;2;0,3;-36,6744
2009;CA-2016-116407;15.11.2016;21.11.2016;JF-15190;Consumer;United States;Johnson City;Tennessee;South;OFF-AR-10001315;Office Supplies;Art;4,224;3;0,2;0,4752
2010;CA-2016-116407;15.11.2016;21.11.2016;JF-15190;Consumer;United States;Johnson City;Tennessee;South;OFF-AP-10002118;Office Supplies;Appliances;333,056;2;0,2;29,1424
2011;CA-2016-116407;15.11.2016;21.11.2016;JF-15190;Consumer;United States;Johnson City;Tennessee;South;OFF-PA-10002137;Office Supplies;Paper;24,896;4;0,2;7,78
2012;CA-2017-155761;11.12.2017;11.12.2017;SC-20800;Consumer;United States;Houston;Texas;Central;TEC-AC-10001606;Technology;Accessories;159,984;2;0,2;35,9964
2013;CA-2017-155761;11.12.2017;11.12.2017;SC-20800;Consumer;United States;Houston;Texas;Central;OFF-ST-10000943;Office Supplies;Storage;46,344;3;0,2;4,6344
2014;CA-2018-145905;18.09.2018;23.09.2018;AM-10705;Consumer;United States;Auburn;Alabama;South;FUR-CH-10001854;Furniture;Chairs;350,98;1;0;84,2352
2015;CA-2018-145905;18.09.2018;23.09.2018;AM-10705;Consumer;United States;Auburn;Alabama;South;OFF-PA-10000533;Office Supplies;Paper;13,08;2;0;6,0168
2016;CA-2018-145905;18.09.2018;23.09.2018;AM-10705;Consumer;United States;Auburn;Alabama;South;OFF-ST-10003716;Office Supplies;Storage;900,08;4;0;117,0104
2017;CA-2017-113110;19.03.2017;23.03.2017;BK-11260;Consumer;United States;San Bernardino;California;West;OFF-BI-10000088;Office Supplies;Binders;17,568;2;0,2;6,3684
2018;CA-2017-113110;19.03.2017;23.03.2017;BK-11260;Consumer;United States;San Bernardino;California;West;OFF-LA-10000240;Office Supplies;Labels;14,62;2;0;6,8714
2019;CA-2017-113110;19.03.2017;23.03.2017;BK-11260;Consumer;United States;San Bernardino;California;West;OFF-SU-10001165;Office Supplies;Supplies;33,36;4;0;8,6736
2020;CA-2017-113110;19.03.2017;23.03.2017;BK-11260;Consumer;United States;San Bernardino;California;West;OFF-PA-10002749;Office Supplies;Paper;40,14;6;0;19,6686
2021;CA-2018-168354;19.09.2018;21.09.2018;RH-19510;Home Office;United States;Providence;Rhode Island;East;OFF-ST-10001490;Office Supplies;Storage;1606,23;9;0;481,869
2022;CA-2018-168354;19.09.2018;21.09.2018;RH-19510;Home Office;United States;Providence;Rhode Island;East;OFF-PA-10002377;Office Supplies;Paper;17,04;3;0;7,668
2023;CA-2018-168354;19.09.2018;21.09.2018;RH-19510;Home Office;United States;Providence;Rhode Island;East;OFF-BI-10004826;Office Supplies;Binders;49,53;3;0;23,7744
2024;CA-2018-168354;19.09.2018;21.09.2018;RH-19510;Home Office;United States;Providence;Rhode Island;East;FUR-CH-10004675;Furniture;Chairs;872,32;4;0;244,2496
2025;US-2019-111241;20.08.2019;22.08.2019;GM-14500;Consumer;United States;Fresno;California;West;OFF-BI-10002867;Office Supplies;Binders;239,12;5;0,2;77,714
2026;CA-2017-114237;13.03.2017;15.03.2017;MC-17275;Consumer;United States;Seattle;Washington;West;FUR-BO-10004409;Furniture;Bookcases;141,96;2;0;39,7488
2027;CA-2018-113516;08.09.2018;10.09.2018;VM-21685;Home Office;United States;Lancaster;California;West;OFF-BI-10002225;Office Supplies;Binders;33,024;2;0,2;11,5584
2028;CA-2018-113516;08.09.2018;10.09.2018;VM-21685;Home Office;United States;Lancaster;California;West;OFF-BI-10001989;Office Supplies;Binders;67,136;4;0,2;23,4976
